Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,
1003742,110038508335,31st Street Landfill,WESTCHESTER,IL,60154,11700 W 31ST ST,COOK COUNTY,41.83,-87.92,562212,"C,HH",Waste,29263.95,248.7,29015.25,,,,,,,,,,,248.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29015.25,,,,N,N,N,
1003188,110000599273,3M BROWNWOOD,BROWNWOOD,TX,76801,4501 HIGHWAY 377 SOUTH,BROWN COUNTY,31.67,-99.00,326113,"C,N",Minerals,22883.364,22859.8,10.75,12.814,,,,,,,,,,22833.164,,,,,,,,,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005043,110071160392,3M CO,MAPLEWOOD,MN,55144,,RAMSEY COUNTY,44.95,-93.00,541715,C,Other,77908.786,77824.5,37.5,46.786,,,,,,,,,,77908.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1003739,110000589159,3M CO - GUIN,GUIN,AL,35563,6675 US HIGHWAY 43,MARION COUNTY,33.97,-87.90,326113,"C,N",Minerals,30098.14,30068,13.75,16.39,,,,,,,,,,29071.94,,,,,,,,,1026.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007698,110000421776,3M CO - WAUSAU DOWNTOWN,WAUSAU,WI,54401,144 ROSECRANS ST,MARATHON COUNTY,44.95,-89.64,212313,C,Other,35940.864,35903.6,17,20.264,,,,,,,,,,35940.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006665,110013886875,3M Chemical Operations' Cordova Facility,CORDOVA,IL,61242,22614 ROUTE 84 NORTH,ROCK ISLAND COUNTY,41.76,-90.28,325998,"C,L,OO","Chemicals,Industrial Gas Suppliers",637396.821,35019.1,17,21.158,9037.003,540117.949,,,45267.44,4595.481,1.69,3320,,35057.258,,,,,,,,602339.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004836,110000423667,3M Chemical Operations' Cottage Grove Facility,Cottage Grove,MN,55016,10746 Innovation Rd,WASHINGTON COUNTY,44.79,-92.91,325998,"C,L,N,OO","Chemicals,Industrial Gas Suppliers,Minerals",20824.978,18687.4,8.75,10.728,370,,,,700,8.1,,1040,,18266.178,,,,,,,,2118.1,440.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004206,110000367567,3M Chemical Operations' Decatur Facility,DECATUR,AL,35609,1400 STATE DOCKS RD.,MORGAN COUNTY,34.64,-87.04,325211,"C,L,OO","Chemicals,Industrial Gas Suppliers",37564.42792,36527.7,17.25,21.158,37,,,,,,1.319924,960,,36566.108,,,,,,,,998.319924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1003408,110071161417,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,LITTLE ROCK,AR,72206,3110 WALTERS DRIVE,PULASKI COUNTY,34.71,-92.25,327999,C,Minerals,32128.98,32096.1,15,17.88,,,,,,,,,,32128.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004914,110000425059,3M MAGNETIC TAPE MANUFACTURING DIVISION,HUTCHINSON,MN,55350,905-915 ADAMS STREET SOUTHEAST,MCLEOD COUNTY,44.88,-94.36,326199,C,Other,53952.548,53897.2,25.25,30.098,,,,,,,,,,53952.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004804,110000443805,3M NEVADA PLANT,NEVADA,MO,64772,2120 E. AUSTIN,VERNON COUNTY,37.83,-94.33,326113,C,Other,31394.032,31361.7,14.75,17.582,,,,,,,,,,31394.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013282,,3M Pittsboro,Moncure,NC,27559,4191 Hwy 87 South,,35.66,-79.18,327999,C,Minerals,27050.748,27022.8,12.75,15.198,,,,,,,,,,27050.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001106,110040862527,48th Street Peaking Station,HOLLAND,MI,49423,491 E 48TH ST,Allegan,42.76,-86.09,221112,"C,D",Power Plants,39263.556,39224.1,18,21.456,,,,,,,,,,101.6,39161.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004680,110013945062,58TH ST LF (MAIN COUNTY LF),MIAMI,FL,33178,8831 NW 58TH ST,MIAMI-DADE COUNTY,25.83,-80.35,562212,HH,Waste,53834,,53834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53834,,,,N,N,N,
1000766,110064649901,59th Street,NEW YORK,NY,10019,850 12TH AVE,New York,40.77,-73.99,221330,C,Power Plants,174671.338,174480.5,84.75,106.088,,,,,,,,,,174671.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007733,110041047505,69TH ST WWTP,HOUSTON,TX,77020,2525 SSGT MACARIO GARCIA DR,HARRIS COUNTY,29.76,-95.30,221320,C,Other,25103.856,25078.1,11.75,14.006,,,,,,,,,,25103.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000767,110070834991,74th Street,NEW YORK,NY,10021,506 E 75TH ST,New York,40.77,-73.95,221330,C,Power Plants,251175.596,250942.1,106.25,127.246,,,,,,,,,,251175.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001033,110070116733,A B Brown Generating Station,MOUNT VERNON,IN,47620,8511 WELBORN ROAD,Posey,37.91,-87.72,221112,D,Power Plants,1982200.776,1966474.6,5754.5,9971.676,,,,,,,,,,,1982200.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
1012058,110071161547,"A.C.M.S., Inc.",Lake Panasoffkee,FL,33538,835 CR 529,SUMTER COUNTY,28.74,-82.09,562212,HH,Waste,67748,,67748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67748,,,,N,N,N,
1013527,,A.J. Mihm Generating Station,Pelkie,MI,49958,816017 Sarya Road,,46.79,-88.62,221112,C,Power Plants,106545.348,106435.2,50.25,59.898,,,,,,,,,,106545.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002983,110018042562,ABBOTT PARK FACILITY,ABBOTT PARK,IL,60064,100 ABBOTT PARK RD,LAKE COUNTY,42.30,-87.89,424210,C,Other,53455.748,53400.4,25.25,30.098,,,,,,,,,,53455.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007514,110007806188,ABBVIE LTD.,BARCELONETA,PR,00617,RD 2 KM 58.0,BARCELONETA MUNICIPIO,18.43,-66.57,325412,C,Chemicals,61699.468,61626.2,31.25,42.018,,,,,,,,,,61699.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004511,110000366817,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON COUNTY,33.58,-86.78,324199,"C,Q",Metals,159778.754,159635,47.5,96.254,,,,,,,,,,146607.342,,,,,,,,,,,,13171.412,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005353,110038367228,ABERDEEN ENERGY LLC,MINA,SD,57451,13435 370TH AVENUE,EDMUNDS COUNTY,45.44,-98.79,325193,C,Other,197928.404,197724,93.25,111.154,,,,,,,,,,197928.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006971,110064337123,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,21005,4304 Susquehanna Ave,HARFORD COUNTY,39.48,-76.14,928110,C,Other,4784.132,4779.2,2.25,2.682,,,,,,,,,,4784.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002627,110027236621,ABSOLUTE ENERGY LLC,ST ANSGAR (MONA),IA,50472,1372 STATELINE ROAD,MITCHELL COUNTY,43.50,-92.92,325193,C,Other,151260.98,151104.8,71.25,84.93,,,,,,,,,,151260.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006529,110013921435,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,EGAN,LA,70531,611 PETAL RD,ACADIA PARISH,30.26,-92.53,562111,HH,Waste,46996.25,,46996.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46996.25,,,,N,N,N,
1004761,110013812918,ACE ETHANOL LLC,STANLEY,WI,54768,815 WEST MAPLE STREET,CHIPPEWA COUNTY,44.96,-90.96,325193,"C,PP","Other,Suppliers of CO2",80642.396,80559.1,38,45.296,,,,,,,,,,80642.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005601,110007180709,ACME BRICK CO ELGIN PLANT,ELGIN,TX,78621,1776 OLD MCDADE RD,BASTROP COUNTY,30.33,-97.29,327120,C,Minerals,27873.496,27845,13,15.496,,,,,,,,,,27873.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005046,110007177722,ACME GYPSUM FACILITY,QUANAH,TX,79252,4164 HIGHWAY 285,HARDEMAN COUNTY,34.32,-99.82,327420,C,Minerals,4746.710332,4741.81302,2.234175,2.6631366,,,,,,,,,,4746.710332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002731,110071161104,ADA COGENERATION,ADA,MI,49355,7575 FULTON STREET EAST,KENT COUNTY,42.93,-85.43,221112,C,Power Plants,99085.876,98983.4,46.75,55.726,,,,,,,,,,99085.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1003752,110040089604,"ADA Carbon Solutions (Red River), LLC",Coushatta,LA,71019,201 Red River Mine Road,RED RIVER PARISH,32.01,-93.39,325998,C,Chemicals,292347.774,292341.4,2.5,3.874,,,,,,,,,,292347.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
1003422,110008978552,ADKINS ENERGY LLC,LENA,IL,61048,4350 WEST GALENA ROAD,STEPHENSON COUNTY,42.36,-89.80,325193,C,Other,89423.364,89331.3,42,50.064,,,,,,,,,,89423.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002154,110013325507,ADM - MANKATO,MANKATO,MN,56001,2019 3RD AVENUE,BLUE EARTH COUNTY,44.19,-94.00,311225,C,Other,80346.546,80263.5,37.75,45.296,,,,,,,,,,80346.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006208,110000415630,ADM CORN PROCESSING,CLINTON,IA,52732,1251 BEAVER CHANNEL PARKWAY,CLINTON COUNTY,41.82,-90.21,311221,"C,TT","Other,Waste",1945776.984,1929528.9,6106.25,10141.834,,,,,,,,,114184.8,1945617.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.75,N,N,Y,
1006047,110010507503,ADM CORN PROCESSING,CEDAR RAPIDS,IA,52404,1350 WACONIA AVENUE SOUTHWEST,LINN COUNTY,41.92,-91.69,311221,"C,II","Other,Waste",2746519.158,2728848.3,7473,10197.858,,,,,,,,,6082.3,2745000.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.5,,,N,N,Y,
1010610,110033021888,ADM Deerfield,Deerfield,MO,64741,17700 South Highway T,VERNON COUNTY,37.81,-94.59,311224,C,Other,40707.396,40665.2,19.25,22.946,,,,,,,,,,40707.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1011855,110002319982,ADM Fostoria,Fostoria,OH,44830,608 FINDLAY ROAD,HANCOCK COUNTY,41.15,-83.43,311224,C,Other,29827.488,29796.8,14,16.688,,,,,,,,,,29827.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000376,110040894761,ADM QUINCY,QUINCY,IL,62305,2100 GARDNER EXPRESSWAY,ADAMS COUNTY,39.90,-91.41,311224,C,Other,112816.476,112700.3,53,63.176,,,,,,,,,,112816.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006080,110027360399,ADM SOUTHERN CELLULOSE PROD.IN,CHATTANOOGA,TN,37410,103 W 45TH ST,HAMILTON COUNTY,35.00,-85.32,322110,C,Pulp and Paper,18139.632,18121,8.5,10.132,,,,,,,,,,18139.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000034,110067425799,ADM SOYBEAN PROCESSING - DES MOINES,DES MOINES,IA,50313,1935 EAST EUCLID AVENUE,POLK COUNTY,41.63,-93.58,311224,C,Other,108458.352,108015.5,167.5,275.352,,,,,,,,,,108458.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1014236,110000350370,ADM Southport,Southport,NC,28461,1730 E Moore Street SE,BRUNSWICK COUNTY,33.95,-78.00,325199,C,Chemicals,82308.14,82223.2,38.75,46.19,,,,,,,,,,82308.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1011961,110012384561,ADM Valdosta,Valdosta,GA,31601,1841 Clay Road,LOWNDES COUNTY,30.83,-83.25,311224,C,Other,62577.408,62511.6,29.75,36.058,,,,,,,,,,62577.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001991,110071160847,ADRIAN LANDFILL,ADRIAN,MI,49221,1970 N OGDEN HWY,LENAWEE COUNTY,41.89,-84.06,562212,HH,Waste,5171.25,,5171.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5171.25,,,,N,N,N,
1001633,110009059366,ADS-CEDAR HILL LANDFILL,RAGLAND,AL,35131,1319 NO BUSINESS CREEK ROAD,ST. CLAIR COUNTY,33.68,-86.25,562212,HH,Waste,21816.75,,21816.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21816.75,,,,N,N,N,
1001636,110013947453,ADS-PECAN ROW-EVERGREEN LANDFILLS,VALDOSTA,GA,31601,2995 WETHERINGTON LANE,LOWNDES COUNTY,30.81,-83.36,562212,HH,Waste,46720.5,,46720.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46720.5,,,,N,N,N,
1006790,110071159539,ADS-STAR RIDGE LANDFILL,MOODY,AL,35004,3301 ACMAR ROAD,ST. CLAIR COUNTY,33.61,-86.51,562212,HH,Waste,18145,,18145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18145,,,,N,N,N,
1002094,110034159005,ADS/MCLEAN COUNTY LANDFILL,BLOOMINGTON,IL,61704,2105 W OAKLAND AVE,MCLEAN COUNTY,40.47,-89.03,562212,HH,Waste,3069.5,,3069.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069.5,,,,N,N,N,
1001845,110043581317,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WISCONSIN RAPIDS,WI,54495,2510 ENGEL ROAD,WOOD COUNTY,44.41,-89.85,562212,"C,HH",Waste,22229.344,915.2,21313.25,0.894,,,,,,,,,,916.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21312.75,,,,N,N,N,
1003038,110006726123,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MACON,MO,63552,31226 INTREPID ROAD,MACON COUNTY,39.73,-92.54,562212,"C,HH",Waste,26771.15,59.9,26711.25,,,,,,,,,,,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26711.25,,,,N,N,N,
1006979,110017987589,ADVANCED DISPOSAL OAK RIDGE LANDFILL,BALWIN,MO,63021,1741 SULPHUR SPRING ROAD,ST. LOUIS COUNTY,38.56,-90.53,562212,HH,Waste,3571,,3571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571,,,,N,N,N,
1001637,110012142733,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,DAVIS JUNCTION,IL,61020,8290 HIGHWAY 251,OGLE COUNTY,42.14,-89.09,562212,"C,HH",Waste,129482.398,503.6,128978.5,0.298,,,,,,,,,,504.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128978.25,,,,N,N,N,
1006963,110018431320,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,DECATUR,IL,62522,1363 BEAR RD,MACON COUNTY,39.82,-89.04,562212,"C,HH",Waste,29066.948,692.4,28374.25,0.298,,,,,,,,,,692.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28374,,,,N,N,N,
1000627,110000342460,ADVANSIX INC - CHESTERFIELD PLANT,CHESTER,VA,23836,4101 BERMUDA HUNDRED RD,CHESTERFIELD COUNTY,37.34,-77.28,325211,C,Other,60212.47,60149.7,28.5,34.27,,,,,,,,,,60212.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000630,110070737782,ADVANSIX INCORPORATED - HOPEWELL,HOPEWELL,VA,23860,905 EAST RANDOLPH ROAD,HOPEWELL CITY,37.18,-77.16,325199,"C,G,PP","Chemicals,Suppliers of CO2",1227774.444,1227197.4,263.25,313.794,,,,,,,,,,559479.744,,,,668294.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,Y,
1005310,110071162472,AES - PUERTO RICO COGENERATION PLANT,GUAYAMA,PR,00785,"KM 142, RTE. #3 BO. JOBOS",GUAYAMA MUNICIPIO,17.95,-66.15,221112,C,Power Plants,3170977.366,3148488.5,8224.5,14264.366,,,,,,,,,,3170977.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
1001444,110000522113,AES Alamitos,LONG BEACH,CA,90803,690 N STUDEBAKER ROAD,Los Angeles,33.77,-118.10,221112,"C,D",Power Plants,1519041.82,1517499.2,703.75,838.87,,,,,,,,,,5478.08,1513563.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001447,110002921713,AES Huntington Beach,HUNTINGTON BEACH,CA,92646,21730 NEWLAND ST,Orange,33.64,-117.98,221112,"C,D",Power Plants,1275616.224,1274321.3,590.75,704.174,,,,,,,,,,5264.48,1270351.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001450,110014322170,AES Redondo Beach,REDONDO BEACH,CA,90277,1100 N HARBOR DRIVE,Los Angeles,33.85,-118.40,221112,D,Power Plants,268949.704,268676.8,124.5,148.404,,,,,,,,,,,268949.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001223,110000551055,AES Warrior Run,CUMBERLAND,MD,21502,11600 MEXICO FARMS RD SE,Allegany,39.59,-78.75,221112,"C,D,PP","Power Plants,Suppliers of CO2",781434.252,775115.5,2303.5,4015.252,,,,,,,,,2668.7,182.4,781251.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
1003853,110045614689,AFTON CHEMICAL CORP,SAUGET,IL,62201,501 MONSANTO AVE.,ST. CLAIR COUNTY,38.60,-90.17,324191,C,Petroleum and Natural Gas Systems,47111.772,47063,22.25,26.522,,,,,,,,,,47111.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007551,110007383919,AG Energy,Ogdensburg,NY,13669,21 Entrance Avenue,ST. LAWRENCE COUNTY,44.73,-75.44,221112,"C,D",Power Plants,5752.128,5746.1,2.75,3.278,,,,,,,,,,5752.128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002069,110018869303,AG PROCESSING INC,EMMETSBURG,IA,50536,4739 380TH ST,PALO ALTO COUNTY,43.10,-94.65,311224,C,Other,23461.812,23437.7,11,13.112,,,,,,,,,,23461.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006054,110011273022,AG PROCESSING INC-EAGLE GROVE,EAGLE GROVE,IA,50533,500 NORTH COMMERCIAL AVENUE,WRIGHT COUNTY,42.67,-93.90,311224,C,Other,70515.184,70442.3,33.25,39.634,,,,,,,,,,70515.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002408,110018868126,AG PROCESSING INC-SHELDON,SHELDON,IA,51201,804 2ND AVE,O'BRIEN COUNTY,43.18,-95.86,311224,C,Other,27848.296,27819.8,13,15.496,,,,,,,,,,27848.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002291,110000427093,AG PROCESSING INCORPORATED A COOPERATIVE,DAWSON,MN,56232,800 DIAGONAL STREET,LAC QUI PARLE COUNTY,44.93,-96.06,311224,C,Other,38891.504,38851.5,18.25,21.754,,,,,,,,,,38891.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
