Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1003188,110000599273,3M BROWNWOOD,BROWNWOOD,TX,76801,4501 HIGHWAY 377 SOUTH,BROWN COUNTY,31.67,-99.00,326113,"C,N",Minerals,"36,754.71","36,716.90",17.25,20.56,,,,,,,,,,"36,597.71",,,,,,,,,157.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005043,110035810799,3M CO,MAPLEWOOD,MN,55144,,RAMSEY COUNTY,44.95,-93.00,541712,C,Other,"79,440.08","79,353.30",38.50,48.28,,,,,,,,,,"79,440.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003739,110000589159,3M CO - GUIN,GUIN,AL,35563,6675 US HIGHWAY 43,MARION COUNTY,33.97,-87.90,326113,"C,N",Minerals,"31,694.64","31,663.40",14.25,16.99,,,,,,,,,,"30,512.64",,,,,,,,,"1,182.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007698,110000421776,3M CO - WAUSAU DOWNTOWN,WAUSAU,WI,54401,144 ROSECRANS ST,MARATHON COUNTY,44.95,-89.64,212313,C,Other,"22,926.66","22,903.10",10.75,12.81,,,,,,,,,,"22,926.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004206,110000367567,3M COMPANY,DECATUR,AL,35609,1400 STATE DOCKS RD.,MORGAN COUNTY,34.64,-87.04,325211,"C,L,OO","Chemicals,Industrial Gas Suppliers","47,000.29","44,678.00",21.00,25.03,74.00,,,,600.00,,2.26,"1,600.00",,"44,724.03",,,,,,,,"2,276.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006665,110013886875,3M CORDOVA,CORDOVA,IL,61242,22614 ROUTE 84 NORTH,ROCK ISLAND COUNTY,41.76,-90.28,325998,"C,L,OO","Chemicals,Industrial Gas Suppliers","889,484.74","28,764.30",13.50,16.39,"57,228.37","625,093.51","20,538.24","9,564.92","135,442.52","3,533.09",2.71,"9,287.20",,"28,794.19",,,,,,,,"860,690.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004836,110000423667,3M Cottage Grove Center - Site,Cottage Grove,MN,55016,10746 Innovation Rd,WASHINGTON COUNTY,44.79,-92.91,325998,"C,L,N,OO","Chemicals,Industrial Gas Suppliers,Minerals","45,416.31","30,613.90",18.25,41.12,"2,437.89","3,973.19","2,642.52",,"4,583.49",279.64,1.31,825.00,"1,956.50","29,702.27",,,,,,,,"14,743.04",971.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003408,110040995199,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,LITTLE ROCK,AR,72206,3110 WALTERS DRIVE,PULASKI COUNTY,34.71,-92.24,212399,C,Other,"24,870.36","24,844.60",11.75,14.01,,,,,,,,,,"24,870.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004914,110000425059,3M MAGNETIC TAPE MANUFACTURING DIVISION,HUTCHINSON,MN,55350,905-915 ADAMS STREET SOUTHEAST,MCLEOD COUNTY,44.88,-94.36,322222,C,Pulp and Paper,"36,316.76","36,279.50",17.00,20.26,,,,,,,,,,"36,316.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004804,110000443805,3M NEVADA PLANT,NEVADA,MO,64772,2120 E. AUSTIN,VERNON COUNTY,37.83,-94.33,326113,C,Other,"31,007.38","30,975.60",14.50,17.28,,,,,,,,,,"31,007.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007408,110055511780,4 West Mine,Dilliner,PA,15327,625 Bald Hill Church Road,GREENE COUNTY,39.76,-80.00,212112,FF,Other,"133,881.75",,"133,881.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133,881.75",,,,,,N,N,N
1012037,110063753656,50 Buttes Gas Plant,Gillette,WY,82716,3669 South Hwy 50,CAMPBELL COUNTY,43.76,-105.79,213112,"C,W-PROC",Petroleum and Natural Gas Systems,"35,716.79","29,680.70","5,557.50",478.59,,,,,,,,,,"28,215.64",,,,,,,,,,,,,,,,,,,7501.144,,,,,,,,,,,,,,,,,,N,N,N
1001106,110040862527,48th Street Peaking Station,HOLLAND,MI,49423,491 E 48TH ST,Allegan,42.76,-86.09,221112,"C,D",Power Plants,"12,264.26","12,252.20",5.50,6.56,,,,,,,,,,8.50,"12,255.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004680,110013945062,58TH ST LF (MAIN COUNTY LF),MIAMI,FL,33178,8831 NW 58TH ST,MIAMI-DADE COUNTY,25.83,-80.35,562212,HH,Waste,"84,936.75",,"84,936.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,936.75",,,,N,N,N
1000766,110019296509,59th Street,NEW YORK,NY,10019,850 12TH AVE,New York,40.77,-73.99,221330,C,Power Plants,"238,778.19","238,463.30",127.75,187.14,,,,,,,,,,"238,778.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007733,110041047505,69TH ST WWTP,HOUSTON,TX,77020,2525 SSGT MACARIO GARCIA DR,HARRIS COUNTY,29.76,-95.30,221320,C,Other,"26,395.60","26,368.20",12.50,14.90,,,,,,,,,,"26,395.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000767,110019296527,74th Street,NEW YORK,NY,10021,506 E 75TH ST,New York,40.77,-73.95,221330,C,Power Plants,"255,020.78","254,660.50",141.25,219.03,,,,,,,,,,"255,020.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001033,110044891150,A B Brown Generating Station,MOUNT VERNON,IN,47620,8511 WELBORN ROAD,Posey,37.91,-87.72,221112,D,Power Plants,"2,663,665.56","2,642,472.40","7,754.25","13,438.91",,,,,,,,,,,"2,663,665.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012058,110067543732,"A.C.M.S., Inc.",Lake Panasoffkee,FL,33538,835 CR 529,SUMTER COUNTY,28.74,-82.09,562212,HH,Waste,"15,626.50",,"15,626.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,626.50",,,,N,N,N
1006009,110017888393,ABB Inc.,Mt. Pleasant,PA,15666,100 Distribution Circle,WESTMORELAND COUNTY,40.18,-79.58,335313,SS,Other,"10,898.40",,,,,,"10,898.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,898.40",,N,N,N
1002853,110017421226,ABBOTT NUTRITION,STURGIS,MI,49091,901 NORTH CENTERVILLE ROAD,ST. JOSEPH COUNTY,41.81,-85.43,311514,C,Other,"23,398.01","23,373.90",11.00,13.11,,,,,,,,,,"23,398.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002983,110018042562,ABBOTT PARK FACILITY,ABBOTT PARK,IL,60064,100 ABBOTT PARK RD,LAKE COUNTY,42.30,-87.89,424210,C,Other,"56,777.33","56,718.40",26.75,32.18,,,,,,,,,,"56,777.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007514,110007806188,ABBVIE LTD.,BARCELONETA,PR,00617,RD 2 KM 58.0,BARCELONETA MUNICIPIO,18.43,-66.57,325412,C,Chemicals,"95,561.37","95,237.90",95.50,227.97,,,,,,,,,,"95,561.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004511,110000366817,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON COUNTY,33.58,-86.78,331111,"C,Q",Metals,"171,606.49","171,457.30",44.00,105.19,,,,,,,,,,"159,209.47",,,,,,,,,,,,"12,397.02",,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005278,110033218159,ABENGOA BIOENERGY CORPORATION COLWICH ETHANOL PLANT,COLWICH,KS,67030,523 E UNION AVE,SEDGWICK COUNTY,37.79,-97.53,325193,C,Other,"7,714.42","7,706.20",3.75,4.47,,,,,,,,,4.90,"7,714.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005353,110038367228,ABERDEEN ENERGY LLC,MINA,SD,57451,13435 370TH AVENUE,EDMUNDS COUNTY,45.44,-98.79,325193,C,Other,"180,568.92","180,382.60",85.00,101.32,,,,,,,,,,"180,568.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006971,110064337123,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,21005,4304 Susquehanna Ave,HARFORD COUNTY,39.40,-76.31,928110,C,Other,"69,918.52","69,814.20",40.25,64.07,,,,,,,,,,"69,918.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003091,110034769043,ABRAHAM COMPRESSOR STATION,CANADIAN,TX,79014,9835 US HWY 60,HEMPHILL COUNTY,35.77,-100.48,211111,C,Petroleum and Natural Gas Systems,"21,767.97","21,745.50",10.25,12.22,,,,,,,,,,"21,767.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002685,110043804087,AC 857 A,Offshore,TX,00000,,,26.30,-94.90,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,"275,627.37","245,766.90","29,640.25",220.22,,,,,,,,,,"230,839.25",,,,,,,,,,,,,,,,,,44788.12,,,,,,,,,,,,,,,,,,,N,N,N
1002627,110027236621,ABSOLUTE ENERGY LLC,ST ANSGAR (MONA),IA,50472,1372 STATELINE ROAD,MITCHELL COUNTY,43.50,-92.92,325193,"C,II","Other,Waste","178,561.37","178,273.00",186.75,101.62,,,,,,,,,405.00,"178,459.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.25,,,N,N,N
1006529,110013921435,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,EGAN,LA,70531,611 PETAL RD,ACADIA PARISH,30.26,-92.53,562111,HH,Waste,"51,686.50",,"51,686.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,686.50",,,,N,N,N
1004761,110013812918,ACE ETHANOL LLC,STANLEY,WI,54768,815 WEST MAPLE STREET,CHIPPEWA COUNTY,44.96,-90.96,325193,"C,PP","Other,Suppliers of CO2","73,115.02","73,039.40",34.50,41.12,,,,,,,,,,"73,115.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005601,110007180709,ACME BRICK CO ELGIN PLANT,ELGIN,TX,78621,1776 OLD MCDADE RD,BASTROP COUNTY,30.33,-97.29,327121,C,Minerals,"58,615.68","58,555.40",27.50,32.78,,,,,,,,,,"58,615.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005046,110007177722,ACME GYPSUM FACILITY,QUANAH,TX,79252,4164 HIGHWAY 285,HARDEMAN COUNTY,34.32,-99.82,327420,C,Minerals,"35,616.52","35,579.80",16.75,19.97,,,,,,,,,,"35,616.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002731,110061855381,ADA COGENERATION,ADA,MI,49355,7575 FULTON STREET EAST,KENT COUNTY,42.96,-85.48,221112,C,Power Plants,"94,984.49","94,886.40",44.75,53.34,,,,,,,,,,"94,984.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003752,110040089604,"ADA Carbon Solutions (Red River), LLC",Coushatta,LA,71019,201 Red River Mine Road,RED RIVER PARISH,32.01,-93.39,325998,C,Chemicals,"188,762.67","188,753.90",4.00,4.77,,,,,,,,,,"188,762.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003422,110008978552,ADKINS ENERGY LLC,LENA,IL,61048,4350 WEST GALENA ROAD,STEPHENSON COUNTY,42.36,-89.80,325193,C,Other,"76,422.31","76,343.40",36.00,42.91,,,,,,,,,,"76,422.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002154,110013325507,ADM - MANKATO,MANKATO,MN,56001,2019 3RD AVENUE,BLUE EARTH COUNTY,44.19,-94.00,311225,C,Other,"143,286.47","142,382.30",333.50,570.67,,,,,,,,,,"143,286.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006208,110000415630,ADM CORN PROCESSING,CLINTON,IA,52732,1251 BEAVER CHANNEL PARKWAY,CLINTON COUNTY,41.82,-90.21,311221,"C,TT","Other,Waste","2,151,829.93","2,135,193.00","6,435.50","10,201.43",,,,,,,,,"86,320.00","2,151,366.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.25,N,N,N
1006047,110010507503,ADM CORN PROCESSING,CEDAR RAPIDS,IA,52404,1350 WACONIA AVENUE SOUTHWEST,LINN COUNTY,41.92,-91.69,311221,"C,II","Other,Waste","3,048,420.42","3,026,186.20","9,394.00","12,840.22",,,,,,,,,"53,630.30","3,046,512.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,908.25",,,N,N,N
1010610,110033021888,ADM Deerfield,Deerfield,MO,64741,17700 South Highway T,VERNON COUNTY,37.81,-94.59,311222,C,Other,"34,167.17","34,132.10",16.00,19.07,,,,,,,,,,"34,167.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011855,110002319982,ADM Fostoria,Fostoria,OH,44830,608 FINDLAY ROAD,HANCOCK COUNTY,41.15,-83.43,311222,C,Other,"26,753.80","26,726.40",12.50,14.90,,,,,,,,,,"26,753.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000376,110040894761,ADM QUINCY,QUINCY,IL,62305,2100 GARDNER EXPRESSWAY,ADAMS COUNTY,39.90,-91.41,311222,C,Other,"195,047.94","193,977.90",397.75,672.29,,,,,,,,,,"195,047.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006080,110027360399,ADM SOUTHERN CELLULOSE PROD.IN,CHATTANOOGA,TN,37410,103 W 45TH ST,HAMILTON COUNTY,35.00,-85.32,322110,C,Pulp and Paper,"24,860.40","24,833.50",12.00,14.90,,,,,,,,,,"24,860.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000034,110067425799,ADM SOYBEAN PROCESSING - DES MOINES,DES MOINES,IA,50313,1935 EAST EUCLID AVENUE,POLK COUNTY,41.63,-93.58,311222,C,Other,"144,115.25","143,046.40",391.50,677.35,,,,,,,,,,"144,115.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011961,110012384561,ADM Valdosta,Valdosta,GA,31601,1841 Clay Road,LOWNDES COUNTY,30.83,-83.25,311222,C,Other,"29,482.15","27,036.20",360.25,"2,085.70",,,,,,,,,"181,042.00","29,482.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001991,110001300020,ADRIAN LANDFILL,ADRIAN,MI,49221,1970 N OGDEN HWY,LENAWEE COUNTY,41.89,-83.99,562212,HH,Waste,"14,142.25",,"14,142.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,142.25",,,,N,N,N
1001633,110070081800,ADS-CEDAR HILL LANDFILL,RAGLAND,AL,35131,1319 NO BUSINESS CREEK ROAD,ST. CLAIR COUNTY,33.68,-86.25,562212,HH,Waste,"97,230.50",,"97,230.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,230.50",,,,N,N,N
1001636,110013947453,ADS-PECAN ROW-EVERGREEN LANDFILLS,VALDOSTA,GA,31601,2995 WETHERINGTON LANE,LOWNDES COUNTY,30.81,-83.36,562212,HH,Waste,"137,389.00",,"137,389.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"137,389.00",,,,N,N,N
1006790,110040628559,ADS-STAR RIDGE LANDFILL,MOODY,AL,35004,3301 ACMAR ROAD,ST. CLAIR COUNTY,33.61,-86.52,562212,HH,Waste,"90,617.50",,"90,617.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,617.50",,,,N,N,N
1002094,110034159005,ADS/MCLEAN COUNTY LANDFILL,BLOOMINGTON,IL,61704,2105 W OAKLAND AVE,MCLEAN COUNTY,40.47,-89.03,562212,"C,HH",Waste,"24,335.75",14.00,"24,321.75",,,,,,,,,,,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,321.75",,,,N,N,N
1001845,110043581317,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WISCONSIN RAPIDS,WI,54495,2510 ENGEL ROAD,WOOD COUNTY,44.41,-89.85,562212,"C,HH",Waste,"35,228.75",88.00,"35,140.75",,,,,,,,,,11.80,88.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,140.75",,,,N,N,N
1003038,110006726123,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MACON,MO,63552,31226 INTREPID ROAD,MACON COUNTY,39.73,-92.54,562212,"C,HH",Waste,"27,558.75",68.50,"27,490.25",,,,,,,,,,,68.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,490.25",,,,N,N,N
1006979,110017987589,ADVANCED DISPOSAL OAK RIDGE LANDFILL,BALWIN,MO,63021,1741 SULPHUR SPRING ROAD,ST. LOUIS COUNTY,38.56,-90.53,562212,HH,Waste,"8,606.00",,"8,606.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,606.00",,,,N,N,N
1001637,110012142733,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,DAVIS JUNCTION,IL,61020,8290 HIGHWAY 251,OGLE COUNTY,42.14,-89.09,562212,"C,HH",Waste,"168,657.45",52.20,"168,605.25",,,,,,,,,,,52.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"168,605.25",,,,N,N,N
1006963,110018431320,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,DECATUR,IL,62522,1363 BEAR RD,MACON COUNTY,39.82,-89.04,562212,"C,HH",Waste,"28,856.80",44.80,"28,812.00",,,,,,,,,,,44.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,812.00",,,,N,N,N
1000627,110000342460,ADVANSIX INC - CHESTERFIELD PLANT,CHESTER,VA,23836,4101 BERMUDA HUNDRED RD,CHESTERFIELD COUNTY,37.34,-77.29,325211,C,Other,"49,418.10","49,363.70",24.00,30.40,,,,,,,,,,"49,418.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000630,110000620221,ADVANSIX INCORPORATED - HOPEWELL,HOPEWELL,VA,23860,905 EAST RANDOLPH ROAD,HOPEWELL CITY,37.18,-77.16,325199,"C,G,PP","Chemicals,Suppliers of CO2","974,277.29","973,824.70",197.50,255.09,,,,,,,,,"34,938.00","359,039.39",,,,"615,237.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N
1005310,110012141805,AES - PUERTO RICO COGENERATION PLANT,GUAYAMA,PR,00785,"KM 142, RTE. #3 BO. JOBOS",GUAYAMA MUNICIPIO,17.95,-66.15,221112,C,Power Plants,"3,433,759.14","3,408,619.30","9,194.75","15,945.09",,,,,,,,,,"3,433,759.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001444,110000522113,AES Alamitos,LONG BEACH,CA,90803,690 N STUDEBAKER ROAD,Los Angeles,33.77,-118.10,221112,D,Power Plants,"684,931.61","684,236.20",317.25,378.16,,,,,,,,,,,"684,931.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001222,110000329083,AES Beaver Valley LLC,MONACA,PA,15061,394 FRANKFORT RD,Beaver,40.66,-80.36,221112,D,Power Plants,"27,740.13","27,524.60",78.75,136.78,,,,,,,,,,,"27,740.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005972,110027164164,AES HAWAII INC,KAPOLEI,HI,96707,91-086 KAOMI LP,HONOLULU COUNTY,21.30,-158.11,221112,C,Power Plants,"1,643,792.71","1,632,362.00","4,182.75","7,247.96",,,,,,,,,,"1,643,792.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001447,110002921713,AES Huntington Beach,HUNTINGTON BEACH,CA,92646,21730 NEWLAND ST,Orange,33.64,-117.98,221112,D,Power Plants,"432,232.95","431,794.00",200.25,238.70,,,,,,,,,,,"432,232.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001450,110014322170,AES Redondo Beach,REDONDO BEACH,CA,90277,1100 N HARBOR DRIVE,Los Angeles,33.85,-118.40,221112,D,Power Plants,"318,386.97","318,063.10",147.75,176.12,,,,,,,,,,,"318,386.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
