Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1001033,110044891150,A B Brown Generating Station,MOUNT VERNON,IN,47620,8511 WELBORN ROAD,Posey,37.91,-87.72,221112,D,Power Plants,"2,270,617.68","2,252,567.00","6,604.50","11,446.18",,,,,,,,,,,"2,270,617.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002342,110000341504,A&AT LLC WAYNESBORO FACILITY,WAYNESBORO,VA,22980,400 DU PONT BOULEVARD,WAYNESBORO CITY,38.06,-78.88,325211,C,Other,"82,214.04","81,577.00",233.25,403.79,,,,,,,,,,"82,214.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005445,110000395938,AAP ST MARYS CORP,SAINT MARYS,OH,45885,1100 MCKINLEY RD.,AUGLAIZE COUNTY,40.55,-84.37,336399,C,Other,"24,649.01","24,623.80",11.50,13.71,,,,,,,,,,"24,649.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006009,110017888393,ABB Inc.,Mt. Pleasant,PA,15666,100 Distribution Circle,WESTMORELAND COUNTY,40.18,-79.58,335313,SS,Other,"27,106.92",,,,,,"27,106.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,106.92",,N,N,N
1002853,110017421226,ABBOTT NUTRITION,STURGIS,MI,49091,901 NORTH CENTERVILLE ROAD,SAINT JOSEPH,41.81,-85.43,311514,C,Other,"25,492.57","25,447.30",18.75,26.52,,,,,,,,,,"25,492.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002983,110018042562,ABBOTT PARK FACILITY,ABBOTT PARK,IL,60064,100 ABBOTT PARK RD,LAKE,42.30,-87.89,325412,C,Chemicals,"75,805.46","75,577.50",88.50,139.46,,,,,,,,,,"75,805.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007514,110007806188,ABBVIE LTD.,BARCELONETA,PR,00617,RD 2 KM 58.0,BARCELONETA,18.43,-66.57,325411,C,Chemicals,"116,626.04","116,231.80",116.50,277.74,,,,,,,,,,"116,626.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004511,110000366817,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON COUNTY,33.58,-86.78,331111,"C,Q",Metals,"223,890.30","223,686.30",55.00,149.00,,,,,,,,,,"205,248.30",,,,,,,,,,,,"18,642.00",,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002047,110000428038,"ABE South Dakota, LLC - Aberdeen",Aberdeen,SD,57401,38469 133rd Street,BROWN COUNTY,45.46,-98.53,325193,"C,II","Other,Waste","82,847.65","81,996.20",806.75,44.70,,,,,,,,,242.30,"82,846.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,N,N,N
1002074,110024422622,"ABE South Dakota, LLC - Huron",HURON,SD,57350,694 W PARK AVE NW,BEADLE,44.37,-98.25,325193,"C,II","Other,Waste","47,644.22","47,594.40",23.00,26.82,,,,,,,,,376.30,"47,643.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,N,N,N
1005278,110033218159,ABENGOA BIOENERGY CORPORATION COLWICH ETHANOL PLANT,COLWICH,KS,67030,523 E UNION AVE,SEDGWICK COUNTY,37.79,-97.53,325193,C,Other,11.51,,5.25,6.26,,,,,,,,,"29,167.00",11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005353,110038367228,ABERDEEN ENERGY LLC,MINA,SD,57451,13435 370TH AVENUE,EDMUNDS,45.44,-98.79,325193,"C,II","Other,Waste","162,005.14","160,756.60","1,158.25",90.29,,,,,,,,,,"160,922.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,082.50",,,N,N,N
1006971,110064337123,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,21005,4304 Susquehanna Ave,HARFORD COUNTY,39.40,-76.31,928110,C,Other,"51,104.97","51,016.40",32.25,56.32,,,,,,,,,,"51,104.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003091,110034769043,ABRAHAM COMPRESSOR STATION,CANADIAN,TX,79014,9835 US HWY 60,HEMPHILL,35.76,-100.49,211111,C,Petroleum and Natural Gas Systems,"24,388.41","24,363.20",11.50,13.71,,,,,,,,,,"24,388.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002627,110027236621,ABSOLUTE ENERGY LLC,ST ANSGAR (MONA),IA,50472,1372 STATELINE ROAD,MITCHELL COUNTY,43.50,-92.92,325193,"C,II","Other,Waste","167,013.70","166,620.70",296.75,96.25,,,,,,,,,730.80,"166,796.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.25,,,N,N,N
1002685,110043804087,AC 857 A,Offshore,TX,00000,,,26.30,-94.90,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,"134,678.52","121,701.60","12,912.25",64.67,,,,,,,,,,"97,270.37",,,,,,,,,,,,,,,,,,37408.148,,,,,,,,,,,,,,,,,,,N,N,N
1006529,110013921435,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,EGAN,LA,70531,611 PETAL RD,ACADIA PARISH,30.26,-92.53,562111,HH,Waste,"47,807.50",,"47,807.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,807.50",,,,N,N,N
1004830,110000481924,ACE Cogeneration Company,Trona,CA,93562,12801 Mariposa Street,SAN BERNARDINO,35.77,-117.38,221112,C,Power Plants,"721,407.10","714,977.00","2,347.50","4,082.60",,,,,,,,,,"721,407.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004761,110013812918,ACE ETHANOL LLC,STANLEY,WI,54768,815 WEST MAPLE STREET,CHIPPEWA,44.96,-90.96,325193,"C,PP","Other,Suppliers of CO2","70,091.24","70,018.90",33.00,39.34,,,,,,,,,,"70,091.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005601,110007180709,ACME BRICK CO ELGIN PLANT,ELGIN,TX,78621,1776 OLD MCDADE RD,BASTROP COUNTY,30.33,-97.29,327121,C,Minerals,"22,273.00","22,273.00",,,,,,,,,,,,"22,273.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005046,110007177722,ACME GYPSUM FACILITY,QUANAH,TX,79252,4164 HIGHWAY 285,HARDEMAN,34.32,-99.82,327420,C,Minerals,"29,403.14","29,373.00",13.75,16.39,,,,,,,,,,"29,403.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002731,110061855381,ADA COGENERATION,ADA,MI,49355,7575 FULTON STREET EAST,KENT,42.96,-85.48,221112,C,Power Plants,"108,163.19","108,051.40",51.00,60.79,,,,,,,,,,"108,163.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003752,110040089604,"ADA Carbon Solutions (Red River), LLC",Coushatta,LA,71019,201 Red River Mine Road,RED RIVER PARISH,32.01,-93.39,325998,C,Chemicals,"62,533.97","62,525.20",4.00,4.77,,,,,,,,,,"62,533.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003422,110008978552,ADKINS ENERGY LLC,LENA,IL,61048,4350 WEST GALENA ROAD,STEPHENSON COUNTY,42.36,-89.80,325193,"C,II","Other,Waste","73,368.67","73,201.30",126.25,41.12,,,,,,,,,,"73,276.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.75,,,N,N,N
1002154,110013325507,ADM - MANKATO,MANKATO,MN,56001,2019 3RD AVENUE,BLUE EARTH COUNTY,44.19,-94.00,311225,C,Other,"129,094.78","128,206.80",326.25,561.73,,,,,,,,,,"129,094.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006208,110000415630,ADM CORN PROCESSING,CLINTON,IA,52732,1251 BEAVER CHANNEL PARKWAY,CLINTON,41.82,-90.21,311221,"C,TT","Other,Waste","2,061,252.45","2,044,801.90","6,496.75","9,953.80",,,,,,,,,"110,173.00","2,060,578.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.75,N,N,N
1006047,110010507503,ADM CORN PROCESSING,CEDAR RAPIDS,IA,52404,1350 WACONIA AVENUE SOUTHWEST,LINN,41.93,-91.69,311221,"C,II,PP","Other,Suppliers of CO2,Waste","3,018,343.17","3,011,335.50","3,308.00","3,699.67",,,,,,,,,"135,432.00","3,017,183.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,160.00",,,N,N,N
1001867,110000595035,ADM CORN PROCESSING,WALHALLA,ND,58282,12868 COUNTY ROAD 9,PEMBINA COUNTY,48.91,-97.89,325193,C,Other,"88,428.73","87,926.30",186.25,316.18,,,,,,,,,,"88,428.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000034,110067425799,ADM MILLING COMPANY,DES MOINES,IA,50313,1935 EAST EUCLID AVENUE,POLK,41.63,-93.58,311222,C,Other,"147,019.71","145,952.30",391.25,676.16,,,,,,,,,,"147,019.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000376,110040894761,ADM QUINCY,QUINCY,IL,62305,2100 GARDNER EXPRESSWAY,ADAMS,39.91,-91.41,311222,C,Other,"166,895.29","165,761.00",417.00,717.29,,,,,,,,,,"166,895.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006080,110027360399,ADM SOUTHERN CELLULOSE PROD.IN,CHATTANOOGA,TN,37410,103 W 45TH ST,HAMILTON COUNTY,35.00,-85.32,322110,C,Pulp and Paper,"27,081.25","27,053.30",12.75,15.20,,,,,,,,,,"27,081.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001991,110001300020,ADRIAN LANDFILL,ADRIAN,MI,49221,1970 N OGDEN HWY,LENAWEE,41.89,-83.99,562212,"C,HH",Waste,"34,758.95",573.40,"34,185.25",0.30,,,,,,,,,,573.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,185.00",,,,N,N,N
1001633,110070081800,ADS-CEDAR HILL LANDFILL,RAGLAND,AL,35131,1319 NO BUSINESS CREEK ROAD,ST. CLAIR COUNTY,33.68,-86.25,562212,HH,Waste,"106,789.00",,"106,789.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,789.00",,,,N,N,N
1001636,110013947453,ADS-PECAN ROW-EVERGREEN LANDFILLS,VALDOSTA,GA,31601,2995 WETHERINGTON LANE,LOWNDES COUNTY,30.81,-83.36,562212,HH,Waste,"106,262.50",,"106,262.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,262.50",,,,N,N,N
1006790,110040628559,ADS-STAR RIDGE LANDFILL,MOODY,AL,35004,3301 ACMAR ROAD,SAINT CLAIR,33.61,-86.52,562212,HH,Waste,"95,842.25",,"95,842.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,842.25",,,,N,N,N
1002094,110034159005,ADS/MCLEAN COUNTY LANDFILL,BLOOMINGTON,IL,61704,2105 W OAKLAND AVE,MCLEAN,40.47,-89.04,562212,"C,HH",Waste,"12,461.10",18.60,"12,442.50",,,,,,,,,,,18.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,442.50",,,,N,N,N
1001845,110043581317,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WISCONSIN RAPIDS,WI,54495,2510 ENGEL ROAD,WOOD,44.41,-89.85,562212,"C,HH",Waste,"27,099.00",50.50,"27,048.50",,,,,,,,,,,50.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,048.50",,,,N,N,N
1007212,110005509306,ADVANCED DISPOSAL EMERALD PARK LANDFILL LLC,MUSKEGO,WI,53132,W124 S10629 SOUTH 124TH STREET,WAUKESHA,42.85,-88.08,562212,"C,HH",Waste,"44,608.30",11.30,"44,597.00",,,,,,,,,,,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,597.00",,,,N,N,N
1007195,110040959558,ADVANCED DISPOSAL GLACIER RIDGE LANDFILL LLC,HORICON,WI,53032,N7296 HWY V,DODGE COUNTY,43.46,-88.55,562212,"C,HH",Waste,"55,088.78",5.50,"55,035.00",48.28,,,,,,,,,"13,415.00",74.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,014.50",,,,N,N,N
1001847,110001929600,"ADVANCED DISPOSAL HICKORY MEADOWS LANDFILL, LLC",HILBERT,WI,54129,W3105 SCHNEIDER RD,CALUMET,44.11,-88.19,562212,"C,HH",Waste,"47,256.15",8.90,"47,247.25",,,,,,,,,,,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,247.25",,,,N,N,N
1002038,110043795881,"ADVANCED DISPOSAL MALLARD RIDGE LANDFILL, INC",DELEVAN,WI,53115,W8470 STATE RD 11,WALWORTH,42.64,-88.72,562212,"C,HH",Waste,"87,897.95",12.10,"87,826.25",59.60,,,,,,,,,"16,459.00",96.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87,801.00",,,,N,N,N
1003038,110006726123,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MACON,MO,63552,31226 INTREPID ROAD,MACON COUNTY,39.73,-92.54,562212,"C,HH",Waste,"26,828.70",75.20,"26,753.50",,,,,,,,,,,75.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,753.50",,,,N,N,N
1006979,110017987589,ADVANCED DISPOSAL OAK RIDGE LANDFILL,BALWIN,MO,63021,1741 SULPHUR SPRING ROAD,ST. LOUIS COUNTY,38.56,-90.53,562212,HH,Waste,"24,171.00",,"24,171.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,171.00",,,,N,N,N
1001637,110012142733,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,DAVIS JUNCTION,IL,61020,8290 HIGHWAY 251,OGLE,42.14,-89.09,562212,"C,HH",Waste,"78,595.90",68.40,"78,527.50",,,,,,,,,,,68.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,527.50",,,,N,N,N
1001843,110008808264,ADVANCED DISPOSAL ROLLING HILLS LANDFILL INC,BUFFALO,MN,55313,175 COUNTY ROAD 37 NE,WRIGHT COUNTY,45.25,-93.87,562212,"C,HH",Waste,"14,213.45",10.20,"14,203.25",,,,,,,,,,,10.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,203.25",,,,N,N,N
1006964,110016925274,ADVANCED DISPOSAL SEVEN MILE CREEK LANDFILL LLC,EAU CLAIRE,WI,54703,8001 OLSON DR,EAU CLAIRE,44.84,-91.37,562212,"C,HH",Waste,"54,682.60",12.60,"54,670.00",,,,,,,,,,,12.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,670.00",,,,N,N,N
1006963,110018431320,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,DECATUR,IL,62522,1363 BEAR RD,MACON,39.82,-89.04,562212,"C,HH",Waste,"53,378.10",43.10,"53,335.00",,,,,,,,,,,43.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,335.00",,,,N,N,N
1005985,110001121553,ADVANCED DISPOSAL ZION LANDFILL,ZION,IL,60099,701 GREEN BAY ROAD,LAKE,42.48,-87.87,562212,"C,HH",Waste,"80,350.35",45.60,"80,304.75",,,,,,,,,,,45.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,304.75",,,,N,N,N
