Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1003082,110071159972,AVINGER GAS PLANT,Avinger,TX,75630,2339 Avinger Cut Off Road,MARION COUNTY,32.87,-94.58,211130,"C,W-PROC",Petroleum and Natural Gas Systems,41361.97,35165.9,6169.25,26.82,,,,,,,,,,32472.628,,,,,,,,,,,,,,,,,,,8889.342,,,,,,,,,,,,,,,,,,N,N,N
1002685,110071162081,AC 857 A,Offshore,TX,00000,,,26.30,-94.90,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,195340.752,190343.9,4833.25,163.602,,,,,,,,,,181583.666,,,,,,,,,,,,,,,,,,13757.086,,,,,,,,,,,,,,,,,,,N,N,N
1005705,110008806612,ALLIANCE PIPELINE - OLIVIA 23-A,BIRD ISLAND,MN,55310,38884 870TH AVE,RENVILLE COUNTY,44.85,-94.90,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,65609.304,65460.9,111.75,36.654,,,,,,,,,,65528.304,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,N,N,N
1001559,110011273004,ALLIANCE PIPELINE L.P. - MANCHESTER,MANCHESTER,IA,52057,1242 220TH STREET,DELAWARE COUNTY,42.47,-91.55,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,77053.26,76885.3,124.75,43.21,,,,,,,,,,76964.76,,,,,,,,,,,,,,,,,,,,88.5,,,,,,,,,,,,,,,,,N,N,N
1001560,110007054249,ALLIANCE PIPELINE LP-Tampico,TAMPICO,IL,61283,580 TAMPICO RD,WHITESIDE COUNTY,41.59,-89.78,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,54224.446,54114.8,79.25,30.396,,,,,,,,,,54170.696,,,,,,,,,,,,,,,,,,,,53.75,,,,,,,,,,,,,,,,,N,N,N
1000245,110022357251,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",FAIRMOUNT,ND,58030,17950 98TH ST SE,RICHLAND COUNTY,45.99,-96.65,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,81961.292,81847.9,67.5,45.892,,,,,,,,,,81932.292,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,N,N,N
1001558,110022357279,"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",WIMBLEDON,ND,58492,1540 98TH AVE SE,BARNES COUNTY,47.19,-98.43,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,53155.45,52978.4,147.25,29.8,,,,,,,,,,53033.1,,,,,,,,,,,,,,,,,,,,122.35,,,,,,,,,,,,,,,,,N,N,N
1004929,110003153729,ANR Pipeline Alden CS,ALDEN,KS,67512,2135 11th Road,RICE COUNTY,38.23,-98.29,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,24488.47,21154.8,3321.75,11.92,,,,,,,,,,21173.42,,,,,,,,,,,,,,,,,,,,3315.05,,,,,,,,,,,,,,,,,N,N,N
1004926,110043797914,ANR Pipeline Birmingham CS,BIRMINGHAM,IA,52535,2795 LOCUST AVE,JEFFERSON COUNTY,40.90,-91.97,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,33986.886,30253.9,3716,16.986,,,,,,,,,,30281.636,,,,,,,,,,,,,,,,,,,,3705.25,,,,,,,,,,,,,,,,,N,N,N
1004928,110022883003,ANR Pipeline Bridgman CS,BRIDGMAN,MI,49106,3372 BROWNTOWN RD,BERRIEN COUNTY,41.90,-86.53,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,33095.096,27414.6,5665,15.496,,,,,,,,,,27439.896,,,,,,,,,,,,,,,,,,,,5655.2,,,,,,,,,,,,,,,,,N,N,N
1005235,110001994272,ANR Pipeline Brownsville CS,Brownsville,TN,38012,70 Pumping Station Road,HAYWOOD COUNTY,35.63,-89.19,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,56135.652,52594.4,3511.75,29.502,,,,,,,,,,52647.652,,,,,,,,,,,,,,,,,,,,3488,,,,,,,,,,,,,,,,,N,N,N
1005245,110006765134,ANR Pipeline Celestine CS,Celestine,IN,47521,146 S. Celestine South,DUBOIS COUNTY,38.38,-86.78,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,48254.284,44191.8,4037.75,24.734,,,,,,,,,,44235.884,,,,,,,,,,,,,,,,,,,,4018.4,,,,,,,,,,,,,,,,,N,N,N
1009589,110006121945,ANR Pipeline Cottage Grove CS,Cottage Grove,TN,38224,7845 Highway 140 N,HENRY COUNTY,36.39,-88.48,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,45259.098,40142.7,5093.75,22.648,,,,,,,,,,40182.148,,,,,,,,,,,,,,,,,,,,5076.95,,,,,,,,,,,,,,,,,N,N,N
1007403,110070834924,ANR Pipeline Defiance CS,Defiance,OH,43512,6357 State Route 66 N,DEFIANCE COUNTY,41.35,-84.36,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,3080.446,998.1,2081.75,0.596,,,,,,,,,,998.496,,,,,,,,,,,,,,,,,,,,2081.95,,,,,,,,,,,,,,,,,N,N,N
1011138,110006020509,ANR Pipeline Delhi CS,Delhi,LA,71232,1894 Highway 80,RICHLAND PARISH,32.46,-91.56,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,48520.09,42469,6027.25,23.84,,,,,,,,,,42510.54,,,,,,,,,,,,,,,,,,,,6009.55,,,,,,,,,,,,,,,,,N,N,N
1004932,110071161270,ANR Pipeline E.G. Hill CS,GRUVER,TX,79040,15175 County Road,HANSFORD COUNTY,36.30,-101.62,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,17093.748,13640,3446,7.748,,,,,,,,,,13652.148,,,,,,,,,,,,,,,,,,,,3441.6,,,,,,,,,,,,,,,,,N,N,N
1004930,110062576083,ANR Pipeline Enterprise CS,ENTERPRISE,KS,67441,1615 NAIL ROAD,DICKINSON COUNTY,38.83,-97.09,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,31541.952,25990.6,5536.75,14.602,,,,,,,,,,26012.052,,,,,,,,,,,,,,,,,,,,5529.9,,,,,,,,,,,,,,,,,N,N,N
1013036,110033673889,ANR Pipeline Eunice CS,Eunice,LA,70535,4202 Fournerat Road,ACADIA PARISH,30.47,-92.53,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,68984.302,52729.3,16225.5,29.502,,,,,,,,,,52768.252,,,,,,,,,,,,,,,,,,,,16216.05,,,,,,,,,,,,,,,,,N,N,N
1004776,110071162508,ANR Pipeline Greensburg CS,GREENSBURG,KS,67054,,KIOWA COUNTY,37.61,-99.40,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,32690.752,26248.4,6427.75,14.602,,,,,,,,,,26269.452,,,,,,,,,,,,,,,,,,,,6421.3,,,,,,,,,,,,,,,,,N,N,N
1005238,110012665419,ANR Pipeline Greenville CS,Greenville,MS,38703,1336 South Raceway Road,WASHINGTON COUNTY,33.28,-91.02,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,44472.348,40352.7,4097,22.648,,,,,,,,,,40392.448,,,,,,,,,,,,,,,,,,,,4079.9,,,,,,,,,,,,,,,,,N,N,N
1004923,110001847734,ANR Pipeline Hamilton CS,HAMILTON,MI,49419,4193 134TH AVENUE,ALLEGAN COUNTY,42.67,-85.96,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,24240.024,20149.7,4079,11.324,,,,,,,,,,20169.024,,,,,,,,,,,,,,,,,,,,4071,,,,,,,,,,,,,,,,,N,N,N
1004935,110009972253,ANR Pipeline Havensville CS,HAVENSVILLE,KS,66432,19955 ENGLISH RIDGE RD,POTTAWATOMIE COUNTY,39.49,-96.04,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,13799.252,12477.6,1314.5,7.152,,,,,,,,,,12489.452,,,,,,,,,,,,,,,,,,,,1309.8,,,,,,,,,,,,,,,,,N,N,N
1004377,110043803578,121 REGIONAL DISPOSAL FACILITY,MELISSA,TX,75454,3820 SAM RAYBURN HIGHWAY,COLLIN COUNTY,33.30,-96.54,562212,HH,Waste,504064,,504064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504064,,,,N,N,N
1010040,110071159872,15-18565/15-18662,Hazard,KY,40701,1021 Tori Drive,PERRY COUNTY,37.27,-83.24,212112,FF,Other,144097.5,,144097.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144097.5,,,,,,N,N,N
1000112,110071159492,23rd and 3rd,BROOKLYN,NY,11232,730 3rd Avenue,Kings,40.66,-74.00,221112,"C,D",Power Plants,60819.7,60751.2,31.25,37.25,,,,,,,,,,199.1,60620.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003742,110038508335,31st Street Landfill,WESTCHESTER,IL,60154,11700 W 31ST ST,COOK COUNTY,41.83,-87.92,562212,"C,HH",Waste,100500.948,334.9,100165.75,0.298,,,,,,,,,,335.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100165.5,,,,N,N,N
1003188,110000599273,3M BROWNWOOD,BROWNWOOD,TX,76801,4501 HIGHWAY 377 SOUTH,BROWN COUNTY,31.67,-99.00,326113,"C,N",Minerals,29359.64,29329.5,13.75,16.39,,,,,,,,,,29237.34,,,,,,,,,122.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005043,110071160392,3M CO,MAPLEWOOD,MN,55144,,RAMSEY COUNTY,44.95,-93.00,541715,C,Other,82308.238,82223,38.75,46.488,,,,,,,,,,82308.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003739,110000589159,3M CO - GUIN,GUIN,AL,35563,6675 US HIGHWAY 43,MARION COUNTY,33.97,-87.90,326113,"C,N",Minerals,27083,27055.6,12.5,14.9,,,,,,,,,,26371.6,,,,,,,,,711.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007698,110000421776,3M CO - WAUSAU DOWNTOWN,WAUSAU,WI,54401,144 ROSECRANS ST,MARATHON COUNTY,44.95,-89.64,212313,C,Other,46909.124,46851.2,24.25,33.674,,,,,,,,,,46909.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004206,110000367567,3M COMPANY,DECATUR,AL,35609,1400 STATE DOCKS RD.,MORGAN COUNTY,34.64,-87.03,325211,"C,L,OO","Chemicals,Industrial Gas Suppliers",44016.26402,42016.6,19.75,23.84,74,,,,,,2.074024,1880,,42060.19,,,,,,,,1956.074024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006665,110013886875,3M CORDOVA,CORDOVA,IL,61242,22614 ROUTE 84 NORTH,ROCK ISLAND COUNTY,41.76,-90.28,325998,"C,L,OO","Chemicals,Industrial Gas Suppliers",656992.8434,28548.5,13.5,16.39,11998.188,548818.092,1322.4,,50156.73,4144.6134,8.63,11965.8,,28578.39,,,,,,,,628414.4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004836,110000423667,3M Cottage Grove Center - Site,Cottage Grove,MN,55016,10746 Innovation Rd,WASHINGTON COUNTY,44.79,-92.91,325998,"C,L,N,OO","Chemicals,Industrial Gas Suppliers,Minerals",48361.76089,32804.8,20,44.402,146.5428,744.465,,,12262,67.7508,1.200285,2270.6,2006.9,32265.302,,,,,,,,15492.55889,603.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003408,110071161417,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,LITTLE ROCK,AR,72206,3110 WALTERS DRIVE,PULASKI COUNTY,34.71,-92.25,212399,C,Other,33733.426,33689.5,18,25.926,,,,,,,,,,33733.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004914,110000425059,3M MAGNETIC TAPE MANUFACTURING DIVISION,HUTCHINSON,MN,55350,905-915 ADAMS STREET SOUTHEAST,MCLEOD COUNTY,44.88,-94.36,326199,C,Other,39808,39766.9,18.75,22.35,,,,,,,,,,39808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004804,110000443805,3M NEVADA PLANT,NEVADA,MO,64772,2120 E. AUSTIN,VERNON COUNTY,37.83,-94.33,326113,C,Other,31562.832,31530.5,14.75,17.582,,,,,,,,,,31562.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1013282,,3M Pittsboro,Moncure,NC,27559,4191 Hwy 87 South,,35.66,-79.18,327999,C,Minerals,26496.1,26468.7,12.5,14.9,,,,,,,,,,26496.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001106,110040862527,48th Street Peaking Station,HOLLAND,MI,49423,491 E 48TH ST,Allegan,42.76,-86.09,221112,"C,D",Power Plants,49160.668,49110.8,22.75,27.118,,,,,,,,,,101.5,49059.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004680,110013945062,58TH ST LF (MAIN COUNTY LF),MIAMI,FL,33178,8831 NW 58TH ST,MIAMI-DADE COUNTY,25.83,-80.35,562212,HH,Waste,63873.5,,63873.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63873.5,,,,N,N,N
1000766,110064649901,59th Street,NEW YORK,NY,10019,850 12TH AVE,New York,40.77,-73.99,221330,C,Power Plants,149968.982,149813.6,70.75,84.632,,,,,,,,,,149968.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007733,110041047505,69TH ST WWTP,HOUSTON,TX,77020,2525 SSGT MACARIO GARCIA DR,HARRIS COUNTY,29.76,-95.30,221320,C,Other,21730.668,21708.2,10.25,12.218,,,,,,,,,,21730.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000767,110070834991,74th Street,NEW YORK,NY,10021,506 E 75TH ST,New York,40.77,-73.95,221330,C,Power Plants,174902.712,174717.2,83,102.512,,,,,,,,,,174902.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001033,110070116733,A B Brown Generating Station,MOUNT VERNON,IN,47620,8511 WELBORN ROAD,Posey,37.91,-87.72,221112,D,Power Plants,2386473.354,2367453.9,6958.5,12060.954,,,,,,,,,,,2386473.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
1012058,110071161547,"A.C.M.S., Inc.",Lake Panasoffkee,FL,33538,835 CR 529,SUMTER COUNTY,28.74,-82.09,562212,HH,Waste,210709.75,,210709.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210709.75,,,,N,N,N
1013527,,A.J. Mihm Generating Station,Pelkie,MI,49958,816017 Sarya Road,,46.79,-88.62,221112,C,Power Plants,123398.136,123271,58,69.136,,,,,,,,,,123398.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002983,110018042562,ABBOTT PARK FACILITY,ABBOTT PARK,IL,60064,100 ABBOTT PARK RD,LAKE COUNTY,42.30,-87.89,424210,C,Other,55009.392,54952.4,26,30.992,,,,,,,,,,55009.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007514,110007806188,ABBVIE LTD.,BARCELONETA,PR,00617,RD 2 KM 58.0,BARCELONETA MUNICIPIO,18.43,-66.57,325412,C,Chemicals,64383.468,64300,34,49.468,,,,,,,,,,64383.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004511,110000366817,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON COUNTY,33.58,-86.78,324199,"C,Q",Metals,171414.198,171264.6,45,104.598,,,,,,,,,,162236.114,,,,,,,,,,,,9178.084,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005353,110038367228,ABERDEEN ENERGY LLC,MINA,SD,57451,13435 370TH AVENUE,EDMUNDS COUNTY,45.44,-98.79,325193,C,Other,196953.308,196750,92.75,110.558,,,,,,,,,,196953.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006971,110064337123,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,21005,4304 Susquehanna Ave,HARFORD COUNTY,39.48,-76.14,928110,C,Other,95765.878,95626.4,54.25,85.228,,,,,,,,,,95765.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002627,110027236621,ABSOLUTE ENERGY LLC,ST ANSGAR (MONA),IA,50472,1372 STATELINE ROAD,MITCHELL COUNTY,43.50,-92.92,325193,"C,II","Other,Waste",142519.35,142197.9,239.5,81.95,,,,,,,,,577.4,142347.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.5,,,N,N,N
1006529,110013921435,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,EGAN,LA,70531,611 PETAL RD,ACADIA PARISH,30.26,-92.53,562111,HH,Waste,45082.5,,45082.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45082.5,,,,N,N,N
1004761,110013812918,ACE ETHANOL LLC,STANLEY,WI,54768,815 WEST MAPLE STREET,CHIPPEWA COUNTY,44.96,-90.96,325193,"C,PP","Other,Suppliers of CO2",69300.84,69229.6,32.5,38.74,,,,,,,,,,69300.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005601,110007180709,ACME BRICK CO ELGIN PLANT,ELGIN,TX,78621,1776 OLD MCDADE RD,BASTROP COUNTY,30.33,-97.29,327120,C,Minerals,26692.3,26664.9,12.5,14.9,,,,,,,,,,26692.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005046,110007177722,ACME GYPSUM FACILITY,QUANAH,TX,79252,4164 HIGHWAY 285,HARDEMAN COUNTY,34.32,-99.82,327420,C,Minerals,39773,39731.9,18.75,22.35,,,,,,,,,,39773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002731,110071161104,ADA COGENERATION,ADA,MI,49355,7575 FULTON STREET EAST,KENT COUNTY,42.93,-85.43,221112,C,Power Plants,85831.676,85742.9,40.5,48.276,,,,,,,,,,85831.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003752,110040089604,"ADA Carbon Solutions (Red River), LLC",Coushatta,LA,71019,201 Red River Mine Road,RED RIVER PARISH,32.01,-93.39,325998,C,Chemicals,194427.156,194415.1,5.5,6.556,,,,,,,,,,194427.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y
1003422,110008978552,ADKINS ENERGY LLC,LENA,IL,61048,4350 WEST GALENA ROAD,STEPHENSON COUNTY,42.36,-89.80,325193,C,Other,86205.076,86116.3,40.5,48.276,,,,,,,,,,86205.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002154,110013325507,ADM - MANKATO,MANKATO,MN,56001,2019 3RD AVENUE,BLUE EARTH COUNTY,44.19,-94.00,311225,C,Other,139900.224,138951.6,348.75,599.874,,,,,,,,,,139900.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006208,110000415630,ADM CORN PROCESSING,CLINTON,IA,52732,1251 BEAVER CHANNEL PARKWAY,CLINTON COUNTY,41.82,-90.21,311221,"C,TT","Other,Waste",2110774.534,2094574.3,6118,10082.234,,,,,,,,,77446,2110545.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.75,N,N,Y
1006047,110010507503,ADM CORN PROCESSING,CEDAR RAPIDS,IA,52404,1350 WACONIA AVENUE SOUTHWEST,LINN COUNTY,41.92,-91.69,311221,"C,II","Other,Waste",2338390.15,2324242.1,5699.75,8448.3,,,,,,,,,2551.4,2337631.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.25,,,N,N,Y
1010610,110033021888,ADM Deerfield,Deerfield,MO,64741,17700 South Highway T,VERNON COUNTY,37.81,-94.59,311224,C,Other,41564.844,41522.1,19.5,23.244,,,,,,,,,,41564.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011855,110002319982,ADM Fostoria,Fostoria,OH,44830,608 FINDLAY ROAD,HANCOCK COUNTY,41.15,-83.43,311224,C,Other,27777.296,27748.8,13,15.496,,,,,,,,,,27777.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000376,110040894761,ADM QUINCY,QUINCY,IL,62305,2100 GARDNER EXPRESSWAY,ADAMS COUNTY,39.90,-91.41,311224,C,Other,104084.408,103977,49,58.408,,,,,,,,,,104084.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
