Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1004680,110013945062,58TH ST LF (MAIN COUNTY LF),MIAMI,FL,33178,8831 NW 58TH ST,MIAMI-DADE COUNTY,25.83,-80.35,562212,HH,Waste,"100,776.50",,"100,776.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,776.50",,,,N,N,N
1000766,110019296509,59th Street,NEW YORK,NY,10019,850 12TH AVE,New York,40.77,-73.99,221330,C,Power Plants,"199,034.55","198,598.50",145.50,290.55,,,,,,,,,,"199,034.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007733,110041047505,69TH ST WWTP,HOUSTON,TX,77020,2525 SSGT MACARIO GARCIA DR,HARRIS COUNTY,29.76,-95.30,221320,C,Other,"26,822.85","26,794.90",12.75,15.20,,,,,,,,,,"26,822.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000767,110019296527,74th Street,NEW YORK,NY,10021,506 E 75TH ST,New York,40.77,-73.95,221330,C,Power Plants,"148,328.41","147,822.80",149.50,356.11,,,,,,,,,,"148,328.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001033,110044891150,A B Brown Generating Station,MOUNT VERNON,IN,47620,8511 WELBORN ROAD,Posey,37.91,-87.72,221112,D,Power Plants,"2,538,211.82","2,518,044.50","7,379.25","12,788.07",,,,,,,,,,,"2,538,211.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002342,110000341504,A&AT LLC WAYNESBORO FACILITY,WAYNESBORO,VA,22980,400 DU PONT BOULEVARD,WAYNESBORO CITY,38.06,-78.88,325222,C,Other,"83,301.07","82,671.30",230.75,399.02,,,,,,,,,,"83,301.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005445,110000395938,AAP ST MARYS CORP,SAINT MARYS,OH,45885,1100 MCKINLEY RD.,AUGLAIZE COUNTY,40.55,-84.37,336399,C,Other,"30,529.18","30,497.40",14.50,17.28,,,,,,,,,,"30,529.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006009,110017888393,ABB Inc.,Mt. Pleasant,PA,15666,100 Distribution Circle,WESTMORELAND COUNTY,40.18,-79.58,335313,SS,Other,114.00,,,,,,114.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.00,,N,N,N
1002853,110017421226,ABBOTT NUTRITION,STURGIS,MI,49091,901 NORTH CENTERVILLE ROAD,ST. JOSEPH COUNTY,41.81,-85.43,311514,C,Other,"20,498.37","20,477.00",9.75,11.62,,,,,,,,,,"20,498.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002983,110018042562,ABBOTT PARK FACILITY,ABBOTT PARK,IL,60064,100 ABBOTT PARK RD,LAKE COUNTY,42.30,-87.89,325412,C,Chemicals,"58,630.79","58,550.40",34.50,45.89,,,,,,,,,,"58,630.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007514,110007806188,ABBVIE LTD.,BARCELONETA,PR,00617,RD 2 KM 58.0,BARCELONETA MUNICIPIO,18.43,-66.57,325411,C,Chemicals,"110,110.44","109,738.20",110.00,262.24,,,,,,,,,,"110,110.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004511,110000366817,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON COUNTY,33.58,-86.78,331111,"C,Q",Metals,"214,858.50","214,657.00",52.50,149.00,,,,,,,,,,"198,522.20",,,,,,,,,,,,"16,336.30",,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002047,110000428038,"ABE South Dakota, LLC - Aberdeen",Aberdeen,SD,57401,38469 133rd Street,BROWN,45.46,-98.55,325193,"C,II","Other,Waste","7,295.47","7,285.90",4.50,5.07,,,,,,,,,269.40,"7,294.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,N,N,N
1002074,110024422622,"ABE South Dakota, LLC - Huron",HURON,SD,57350,694 W PARK AVE NW,BEADLE COUNTY,44.37,-98.25,325193,"C,II","Other,Waste","4,083.98","4,078.10",3.50,2.38,,,,,,,,,,"4,082.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,N,N,N
1005278,110033218159,ABENGOA BIOENERGY CORPORATION COLWICH ETHANOL PLANT,COLWICH,KS,67030,523 E UNION AVE,SEDGWICK COUNTY,37.79,-97.53,325193,C,Other,0.00,0.00,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005353,110038367228,ABERDEEN ENERGY LLC,MINA,SD,57451,13435 370TH AVENUE,EDMUNDS,45.44,-98.79,325193,C,Other,"172,174.55","171,997.00",81.00,96.55,,,,,,,,,,"172,174.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006971,110064337123,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,21005,4304 Susquehanna Ave,HARFORD COUNTY,39.40,-76.31,928110,C,Other,"40,467.05","40,396.90",25.75,44.40,,,,,,,,,,"40,467.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003091,110034769043,ABRAHAM COMPRESSOR STATION,CANADIAN,TX,79014,9835 US HWY 60,HEMPHILL COUNTY,35.77,-100.48,211111,C,Petroleum and Natural Gas Systems,"23,083.16","23,059.60",10.75,12.81,,,,,,,,,,"23,083.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002627,110027236621,ABSOLUTE ENERGY LLC,ST ANSGAR (MONA),IA,50472,1372 STATELINE ROAD,MITCHELL COUNTY,43.50,-92.92,325193,"C,II","Other,Waste","172,951.43","172,441.40",410.50,99.53,,,,,,,,,779.40,"172,623.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.00,,,N,N,N
1006529,110013921435,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,EGAN,LA,70531,611 PETAL RD,ACADIA PARISH,30.26,-92.53,562111,HH,Waste,"49,691.00",,"49,691.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,691.00",,,,N,N,N
1002685,110043804087,AC 857 A,Offshore,TX,00000,,,26.30,-94.90,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,"175,745.18","165,153.00","10,395.50",196.68,,,,,,,,,,"140,705.67",,,,,,,,,,,,,,,,,,35039.508,,,,,,,,,,,,,,,,,,,N,N,N
1004830,110000481924,ACE Cogeneration Company,Trona,CA,93562,12801 Mariposa Street,SAN BERNARDINO COUNTY,35.77,-117.38,221112,C,Power Plants,"581,742.80","575,909.00","2,138.00","3,695.80",,,,,,,,,,"581,742.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004761,110013812918,ACE ETHANOL LLC,STANLEY,WI,54768,815 WEST MAPLE STREET,CHIPPEWA,44.96,-90.96,325193,"C,PP","Other,Suppliers of CO2","71,600.98","71,527.00",33.75,40.23,,,,,,,,,,"71,600.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005601,110007180709,ACME BRICK CO ELGIN PLANT,ELGIN,TX,78621,1776 OLD MCDADE RD,BASTROP COUNTY,30.33,-97.29,327121,C,Minerals,"24,725.36","24,699.60",11.75,14.01,,,,,,,,,,"24,725.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005046,110007177722,ACME GYPSUM FACILITY,QUANAH,TX,79252,4164 HIGHWAY 285,HARDEMAN COUNTY,34.32,-99.82,327420,C,Minerals,"28,780.59","28,751.00",13.50,16.09,,,,,,,,,,"28,780.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002731,110061855381,ADA COGENERATION,ADA,MI,49355,7575 FULTON STREET EAST,KENT,42.96,-85.48,221112,C,Power Plants,"89,412.96","89,320.90",42.00,50.06,,,,,,,,,,"89,412.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003752,110040089604,"ADA Carbon Solutions (Red River), LLC",Coushatta,LA,71019,201 Red River Mine Road,RED RIVER PARISH,32.01,-93.39,325998,C,Chemicals,"126,979.98","126,975.00",2.00,2.98,,,,,,,,,,"126,979.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003422,110008978552,ADKINS ENERGY LLC,LENA,IL,61048,4350 WEST GALENA ROAD,STEPHENSON,42.36,-89.80,325193,"C,II","Other,Waste","65,913.00","65,773.30",102.75,36.95,,,,,,,,,,"65,841.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.75,,,N,N,N
1002154,110013325507,ADM - MANKATO,MANKATO,MN,56001,2019 3RD AVENUE,BLUE EARTH COUNTY,44.19,-94.00,311225,C,Other,"96,361.56","95,934.10",160.75,266.71,,,,,,,,,,"96,361.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006047,110010507503,ADM CORN PROCESSING,CEDAR RAPIDS,IA,52404,1350 WACONIA AVENUE SOUTHWEST,LINN COUNTY,41.93,-91.69,311221,"C,II,PP","Other,Suppliers of CO2,Waste","3,233,301.06","3,210,886.50","9,266.50","13,148.06",,,,,,,,,"40,180.50","3,231,698.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,602.25",,,N,N,N
1006208,110000415630,ADM CORN PROCESSING,CLINTON,IA,52732,1251 BEAVER CHANNEL PARKWAY,CLINTON COUNTY,41.82,-90.21,311221,"C,TT","Other,Waste","2,010,290.49","1,994,876.70","6,070.00","9,343.79",,,,,,,,,"99,963.00","2,009,692.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.50,N,N,N
1001867,110000595035,ADM CORN PROCESSING,WALHALLA,ND,58282,12868 COUNTY ROAD 9,PEMBINA,48.91,-97.89,325193,C,Other,"15,584.92","15,528.80",21.25,34.87,,,,,,,,,,"15,584.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1010610,110033021888,ADM Deerfield,Deerfield,MO,64741,17700 South Highway T,VERNON,37.81,-94.59,311222,C,Other,"27,301.95","27,274.00",12.75,15.20,,,,,,,,,,"27,301.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000376,110040894761,ADM QUINCY,QUINCY,IL,62305,2100 GARDNER EXPRESSWAY,ADAMS COUNTY,39.90,-91.41,311222,C,Other,"164,391.43","163,508.90",328.25,554.28,,,,,,,,,,"164,391.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006080,110027360399,ADM SOUTHERN CELLULOSE PROD.IN,CHATTANOOGA,TN,37410,103 W 45TH ST,HAMILTON COUNTY,35.00,-85.32,322110,C,Pulp and Paper,"25,097.26","25,071.50",11.75,14.01,,,,,,,,,,"25,097.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000034,110067425799,ADM SOYBEAN PROCESSING - DES MOINES,DES MOINES,IA,50313,1935 EAST EUCLID AVENUE,POLK COUNTY,41.63,-93.58,311222,C,Other,"142,430.78","141,438.10",364.50,628.18,,,,,,,,,,"142,430.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001991,110001300020,ADRIAN LANDFILL,ADRIAN,MI,49221,1970 N OGDEN HWY,LENAWEE,41.89,-83.99,562212,"C,HH",Waste,"18,518.30",18.30,"18,500.00",,,,,,,,,,,18.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,500.00",,,,N,N,N
1001633,110070081800,ADS-CEDAR HILL LANDFILL,RAGLAND,AL,35131,1319 NO BUSINESS CREEK ROAD,ST. CLAIR COUNTY,33.68,-86.25,562212,HH,Waste,"92,917.50",,"92,917.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92,917.50",,,,N,N,N
1001636,110013947453,ADS-PECAN ROW-EVERGREEN LANDFILLS,VALDOSTA,GA,31601,2995 WETHERINGTON LANE,LOWNDES COUNTY,30.81,-83.36,562212,HH,Waste,"292,924.00",,"292,924.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"292,924.00",,,,N,N,N
1006790,110040628559,ADS-STAR RIDGE LANDFILL,MOODY,AL,35004,3301 ACMAR ROAD,SAINT CLAIR,33.61,-86.52,562212,HH,Waste,"60,150.00",,"60,150.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,150.00",,,,N,N,N
1002094,110034159005,ADS/MCLEAN COUNTY LANDFILL,BLOOMINGTON,IL,61704,2105 W OAKLAND AVE,MCLEAN,40.47,-89.03,562212,"C,HH",Waste,"38,172.10",4.60,"38,167.50",,,,,,,,,,,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,167.50",,,,N,N,N
1001845,110043581317,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WISCONSIN RAPIDS,WI,54495,2510 ENGEL ROAD,WOOD,44.41,-89.85,562212,"C,HH",Waste,"44,418.55",65.80,"44,352.75",,,,,,,,,,,65.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,352.75",,,,N,N,N
1007212,110005509306,ADVANCED DISPOSAL EMERALD PARK LANDFILL LLC,MUSKEGO,WI,53132,W124 S10629 SOUTH 124TH STREET,WAUKESHA COUNTY,42.85,-88.08,562212,"C,HH",Waste,"69,104.80",15.30,"69,089.50",,,,,,,,,,,15.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,089.50",,,,N,N,N
1007195,110040959558,ADVANCED DISPOSAL GLACIER RIDGE LANDFILL LLC,HORICON,WI,53032,N7296 HWY V,DODGE COUNTY,43.46,-88.55,562212,"C,HH",Waste,"48,801.63",40.80,"48,727.75",33.08,,,,,,,,,"9,214.00",88.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,713.50",,,,N,N,N
1001847,110001929600,"ADVANCED DISPOSAL HICKORY MEADOWS LANDFILL, LLC",HILBERT,WI,54129,W3105 SCHNEIDER RD,CALUMET,44.11,-88.19,562212,"C,HH",Waste,"53,890.65",9.90,"53,880.75",,,,,,,,,,,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,880.75",,,,N,N,N
1002038,110043795881,"ADVANCED DISPOSAL MALLARD RIDGE LANDFILL, INC",DELEVAN,WI,53115,W8470 STATE RD 11,WALWORTH,42.64,-88.72,562212,"C,HH",Waste,"66,795.56",24.20,"66,705.50",65.86,,,,,,,,,"18,299.00",118.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,677.50",,,,N,N,N
1003038,110006726123,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MACON,MO,63552,31226 INTREPID ROAD,MACON COUNTY,39.73,-92.54,562212,"C,HH",Waste,"21,667.55",47.80,"21,619.75",,,,,,,,,,,47.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,619.75",,,,N,N,N
1006979,110017987589,ADVANCED DISPOSAL OAK RIDGE LANDFILL,BALWIN,MO,63021,1741 SULPHUR SPRING ROAD,ST. LOUIS COUNTY,38.56,-90.53,562212,HH,Waste,"10,848.75",,"10,848.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,848.75",,,,N,N,N
1001637,110012142733,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,DAVIS JUNCTION,IL,61020,8290 HIGHWAY 251,OGLE,42.14,-89.09,562212,"C,HH",Waste,"138,458.40",68.40,"138,390.00",,,,,,,,,,,68.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138,390.00",,,,N,N,N
1001843,110008808264,ADVANCED DISPOSAL ROLLING HILLS LANDFILL INC,BUFFALO,MN,55313,175 COUNTY ROAD 37 NE,WRIGHT COUNTY,45.25,-93.87,562212,"C,HH",Waste,"10,355.35",9.60,"10,345.75",,,,,,,,,,,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,345.75",,,,N,N,N
1006964,110016925274,ADVANCED DISPOSAL SEVEN MILE CREEK LANDFILL LLC,EAU CLAIRE,WI,54703,8001 OLSON DR,EAU CLAIRE,44.84,-91.37,562212,"C,HH",Waste,"50,850.60",13.10,"50,837.50",,,,,,,,,,,13.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,837.50",,,,N,N,N
1006963,110018431320,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,DECATUR,IL,62522,1363 BEAR RD,MACON COUNTY,39.82,-89.04,562212,"C,HH",Waste,"42,936.60",33.10,"42,903.50",,,,,,,,,,,33.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,903.50",,,,N,N,N
