Mine ID,Mine Name_x,Commodity,Mine Status,Status Date,Type of Mine,Mine Name_y,Street,City,State,Zip Code
102852,Shorter Plant,Construction Sand and Gravel,Abandoned,3/1/2012,Surface,Shorter Plant,1522 Main Street,Shorter,Alabama,36075.0
102865,Tysonville Plant,Construction Sand and Gravel,Active,10/12/2021,Surface,Tysonville Plant,751 Boyd Road,Shorter,Alabama,36075.0
102870,Pit #2,Construction Sand and Gravel,Abandoned,9/7/2017,Surface,Pit #2,Turkey Trot Rd.,Perdue Hill,Alabama,36470.0
102883,Dawson Pit,Construction Sand and Gravel,Active,3/25/2024,Surface,Dawson Pit,3533 Kelley Ave,Monroeville,Alabama,36460.0
102916,Pit  #1,Construction Sand and Gravel,Abandoned,4/22/2004,Surface,Pit  #1,18601 County Rd 27,Fairhope,Alabama,36532.0
102928,Tocwah Pit,Construction Sand and Gravel,Abandoned,7/31/2003,Surface,Tocwah Pit,1761 Hunter Loop Road,Montgomery,Alabama,36108.0
102934,PIT #1 REPTON,Construction Sand and Gravel,Abandoned,10/11/2006,Surface,PIT #1 REPTON,Mile Marker 33 Hwy 41 North,Repton,Alabama,36475.0
102936,PIT JACKSON,Construction Sand and Gravel,Abandoned,7/10/2020,Facility,PIT JACKSON,700 WATER WAY ROAD,JACKSON,Alabama,36545.0
102948,Dixie Sand and Gravel LLC,Construction Sand and Gravel,Abandoned,3/18/2009,Surface,Dixie Sand and Gravel LLC,2803 River Lakes Dr,Montgomery,Alabama,36110.0
102950,"Mobile Abrasives, Inc.",Construction Sand and Gravel,Abandoned,1/6/2015,Surface,"Mobile Abrasives, Inc.",6927 Mac Drive,Theodore,Alabama,36582.0
102958,Jackson Creek Sand,Construction Sand and Gravel,Abandoned,3/4/2016,Surface,Jackson Creek Sand,11101 Alvin Miller Road,Chunchula,Alabama,36521.0
102959,Sand Plant #131,Construction Sand and Gravel,Abandoned,5/10/2005,Surface,Sand Plant #131,1669 Aldridge Gap Road,Guntersville,Alabama,35976.0
103005,Rabbit Creek Pit,Construction Sand and Gravel,Active,6/5/2012,Surface,Rabbit Creek Pit,700 Waterway Road,Jackson,Alabama,36545.0
103023,Pollard Pit 1,Construction Sand and Gravel,Abandoned,1/18/2005,Surface,Pollard Pit 1,Pollard Pit,Pollard,Alabama,36441.0
103041,Turkey Creek Sand and Gravel Inc,Construction Sand and Gravel,Active,10/1/2005,Surface,Turkey Creek Sand and Gravel Inc,347 County Road 24,Winfield,Alabama,35594.0
103043,Ward Mine,Construction Sand and Gravel,Abandoned,2/4/2009,Surface,Ward Mine,7067 County Road 40,Shorter,Alabama,36075.0
103047,Blount Springs Sand Plant,Construction Sand and Gravel,Active,9/19/2012,Surface,Blount Springs Sand Plant,9741 US Hwy 31 South,Hayden,Alabama,35079.0
103082,Corte Pit,Construction Sand and Gravel,Abandoned,7/25/2023,Surface,Corte Pit,24297-C County Rd 13,Daphne,Alabama,36526.0
103084,City Pit,Construction Sand and Gravel,Active,7/22/2024,Surface,City Pit,2155 Riverside Road,Montgomery,Alabama,36117.0
103086,BENCHMARK,Construction Sand and Gravel,Abandoned,1/28/2016,Surface,BENCHMARK,7787 County Rd. 73,Randolph,Alabama,36792.0
103090,Poarch Pit,Construction Sand and Gravel,Abandoned,7/7/2011,Surface,Poarch Pit,7237 Jacks Springs Rd,Atmore,Alabama,36520.0
103098,Waugh Pit,Construction Sand and Gravel,Abandoned,6/9/2019,Surface,Waugh Pit,18623 Hwy 80E,Pike Road,Alabama,36064.0
103099,Red Bluff-Waugh Plant,Construction Sand and Gravel,Abandoned,10/25/2010,Surface,Red Bluff-Waugh Plant,18663 Highway 80 East,Pike Road,Alabama,36064.0
103114,Wallace-Pit #3,Construction Sand and Gravel,Abandoned,4/13/2006,Surface,Wallace-Pit #3,Hwy 41,Wallace,Alabama,36426.0
103123,Blanton Pit,Construction Sand and Gravel,Abandoned,6/8/2016,Surface,Blanton Pit,3826 BEAR CREEK ROAD,FRISCO CITY,Alabama,36445.0
103124,Lois Lane Pit,Construction Sand and Gravel,Abandoned,12/17/2015,Surface,Lois Lane Pit,Lois Lane,Atmore,Alabama,36502.0
103130,B & R Sand & Gravel,Construction Sand and Gravel,Active,7/8/2010,Surface,B & R Sand & Gravel,5198 Alabama River Pkwy.,Montgomery,Alabama,36110.0
103132,Montgomery Pit,Construction Sand and Gravel,Abandoned,7/2/2009,Surface,Montgomery Pit,1588 Concrete Drive,Montgomery,Alabama,361100807.0
103141,"Basic Sand & Gravel, Inc.",Construction Sand and Gravel,Abandoned,3/12/2002,Surface,"Basic Sand & Gravel, Inc.",1076 Jack Rd,Atmore,Alabama,36502.0
103149,NASAG PIT 2,Construction Sand and Gravel,Active,4/14/1999,Surface,NASAG PIT 2,2113 CR#75,Phil Campbell,Alabama,35581.0
103159,Rueggs Pit,Construction Sand and Gravel,Active,7/7/1999,Surface,Rueggs Pit,13406 Co Rd 65,Foley,Alabama,36535.0
103167,WHITE SAND PIT,Construction Sand and Gravel,Abandoned,3/15/2005,Surface,WHITE SAND PIT,3974 County Rd. 14,Roanoke,Alabama,36276.0
103169,Pecan Grove Plant,Construction Sand and Gravel,Abandoned,3/2/2010,Surface,Pecan Grove Plant,134 Redland Road,Wetumpka,Alabama,36093.0
103171,Plant 3,Construction Sand and Gravel,Abandoned,11/22/2004,Facility,Plant 3,1 Main St,Whatley,Alabama,36482.0
103181,Anderson Road Materials LLC,Construction Sand and Gravel,Abandoned,7/7/2011,Surface,Anderson Road Materials LLC,1335 Anderson Road,Montgomery,Alabama,36110.0
103188,"Roberts Sand & Gravel, Inc.",Construction Sand and Gravel,Abandoned,6/29/2006,Surface,"Roberts Sand & Gravel, Inc.",2700 County Rd 30,Sardis,Alabama,36775.0
103192,Dozier Mine,Construction Sand and Gravel,Abandoned,12/17/2012,Surface,Dozier Mine,125 Rifle Range Road,Montgomery,Alabama,36117.0
103200,Culpepper Chert Pit,Construction Sand and Gravel,Abandoned,2/28/2023,Surface,Culpepper Chert Pit,1485 CR 82,Gaylesville,Alabama,35973.0
103201,Cash Pit,Construction Sand and Gravel,Abandoned,10/24/2005,Surface,Cash Pit,5200 AL Hwy. 183,Lawley,Alabama,36793.0
103203,Paul Pit,Construction Sand and Gravel,Abandoned,2/26/2009,Surface,Paul Pit,Overton Rd.,Grove Hill,Alabama,36451.0
103221,G&L SAND & GRAVEL,Construction Sand and Gravel,Abandoned,10/24/2003,Surface,G&L SAND & GRAVEL,928 Jack Rd.,Atmore,Alabama,36502.0
103223,White City Plant,Construction Sand and Gravel,Active,1/25/2013,Surface,White City Plant,1985 Co. Rd. 123,Marbury,Alabama,36051.0
103224,CALERA,Construction Sand and Gravel,Abandoned,1/15/2016,Facility,CALERA,1622 Hwy 84,Calera,Alabama,35040.0
103230,Plant #3,Construction Sand and Gravel,Abandoned,3/7/2005,Surface,Plant #3,412 N. Pickett St.,Autaugaville,Alabama,36003.0
103233,Independence Pit,Construction Sand and Gravel,Abandoned,6/22/2012,Surface,Independence Pit,1278 County Road 19 No.,Prattville,Alabama,36067.0
103238,Sand Mountain Materials,"Sand, Common",Abandoned,4/19/2012,Surface,Sand Mountain Materials,4160 County Rd. 739,Ider,Alabama,35981.0
103239,Eady Sand & Gravel #1,Construction Sand and Gravel,Abandoned,3/16/2005,Surface,Eady Sand & Gravel #1,228 Ahern Rd.,Atmore,Alabama,36502.0
103241,"Little Hawk Mining, LLC",Construction Sand and Gravel,Intermittent,7/30/2025,Surface,"Little Hawk Mining, LLC",1449 Experiment Farm Road,Monroeville,Alabama,36460.0
103244,Poarch Sand & Gravel-Little River Pit,Construction Sand and Gravel,Abandoned,3/18/2005,Surface,Poarch Sand & Gravel-Little River Pit,Antebellum Lake,Little River,Alabama,36550.0
103248,Jackson Plant 713,Construction Sand and Gravel,Active,2/7/2007,Surface,Jackson Plant 713,784 Ryland Pike Road,Jackson,Alabama,36473.0
103251,Baldwin Aggregate Pit 1,Construction Sand and Gravel,Abandoned,11/2/2002,Surface,Baldwin Aggregate Pit 1,2395 Shiloh Road,Frisco City,Alabama,36579.0
103252,Garrett Pit,Construction Sand and Gravel,Abandoned,2/6/2003,Surface,Garrett Pit,County Rd. 10,Frisco,Alabama,36579.0
103253,Big Sandy Pit,Construction Sand and Gravel,Abandoned,7/30/2004,Surface,Big Sandy Pit,11569 Skelton Road,Duncanville,Alabama,35456.0
103256,Weekley Pit,"Sand, Common",Abandoned,10/12/2004,Surface,Weekley Pit,15720 May Tower Road,Bay Minette,Alabama,36507.0
103272,Red Bluff Pit,Construction Sand and Gravel,Abandoned,9/3/2024,Surface,Red Bluff Pit,1740  South Memorial Dr.,Prattville,Alabama,36067.0
103274,Cavender Pit,Construction Sand and Gravel,Abandoned,1/29/2008,Surface,Cavender Pit,282 Gravel Pit Rd,Haleyville,Alabama,35565.0
103287,Pit #1,"Sand, Common",Abandoned,6/28/2006,Surface,Pit #1,Old Pascagoula Rd,Grand Bay,Alabama,36541.0
103289,Parker Pit,"Sand, Common",Abandoned,3/18/2005,Surface,Parker Pit,Rocky Ranch Road,Frisco City,Alabama,36445.0
103290,Reed Pit #5101,Construction Sand and Gravel,Abandoned,12/28/2012,Surface,Reed Pit #5101," Old Stage Rd N, Hwy 84",Repton ,Alabama,36475.0
103291,Johnson Pit,Construction Sand and Gravel,Abandoned,7/13/2007,Surface,Johnson Pit,Arena Rd,Excel,Alabama,36439.0
103296,Lake Mitchell,"Sand, Common",Abandoned,2/10/2009,Surface,Lake Mitchell,19741 Wilters Street,Robertsdale,Alabama,36567.0
103297,Pit #1,"Sand, Common",Abandoned,8/18/2006,Surface,Pit #1,River Road,Foley,Alabama,36535.0
103302,Sardine South Pit #5100,"Sand, Common",Abandoned,3/11/2015,Surface,Sardine South Pit #5100,Alger Road,Atmore,Alabama,36502.0
103307,Pit #2,Construction Sand and Gravel,Abandoned,12/1/2008,Surface,Pit #2,1565 Autauga Rd 24,Billingsley,Alabama,36006.0
103308,"Southeast Sand Co., LLC",Construction Sand and Gravel,Abandoned,1/10/2006,Surface,"Southeast Sand Co., LLC",6674 County Rd. 42,Akron,Alabama,35441.0
103313,Griffin Pit,"Sand, Common",Abandoned,2/6/2007,Surface,Griffin Pit,County Rd 2,Jackson,Alabama,36545.0
103314,Blakeley Island Sales Yard,"Sand, Common",Abandoned,5/27/2005,Facility,Blakeley Island Sales Yard,1767 Cochran Bridge Causeway,Mobile,Alabama,36660.0
103316,Mims Pit,"Sand, Common",Abandoned,1/31/2023,Surface,Mims Pit,2125 Co. Rd 19 N,Prattville,Alabama,36067.0
103317,Saraland Crusher,Construction Sand and Gravel,Abandoned,8/19/2008,Surface,Saraland Crusher,1370 Hwy 43 South,Saraland,Alabama,36571.0
103324,"Baldwin Sand & Gravel, LLC.",Construction Sand and Gravel,Active,3/3/2014,Surface,"Baldwin Sand & Gravel, LLC.",8303 Roy Waters Road,Foley,Alabama,36535.0
103325,P & R Mining 1,"Sand, Common",Abandoned,7/27/2007,Surface,P & R Mining 1,6600 Edward Ewing Ln,Bon Secour,Alabama,36511.0
103327,Coosa Plant,"Sand, Common",Active,7/6/2005,Surface,Coosa Plant,246 Boatfield Lane,Gadsden,Alabama,35901.0
103328,Foley Pit,"Sand, Common",Abandoned,11/30/2011,Surface,Foley Pit,CR-26,Foley,Alabama,36535.0
103329,Jackson Pit #2,"Sand, Common",Abandoned,9/12/2013,Surface,Jackson Pit #2,Ryland Pike Drive,Jackson,Alabama,36545.0
103330,Baton Rouge Plant,"Sand, Common",Abandoned,12/18/2007,Surface,Baton Rouge Plant,300 Baton Rouge Rd,Jackson,Alabama,36545.0
103331,Landsdown,"Sand, Common",Active,1/13/2021,Surface,Landsdown,170 County Road 40E,"Lowndesboro,",Alabama,36752.0
103333,Deatsville Pit,Construction Sand and Gravel,Abandoned,9/14/2016,Surface,Deatsville Pit,283 Cypress Road,Deatsville,Alabama,36022.0
103345,Cooper Pit,Construction Sand and Gravel,Abandoned,5/15/2024,Surface,Cooper Pit,4317 Butler Street,Frisco City,Alabama,36445.0
103348,Excel Pit,"Sand, Common",Abandoned,12/20/2006,Surface,Excel Pit,495 ROCKY RANCH LANE,EXCEL,Alabama,36439.0
103350,Sardine North Pit #5102,"Sand, Common",Abandoned,9/30/2007,Surface,Sardine North Pit #5102,Alger Road,Atmore,Alabama,36502.0
103352,Smith Mine,Construction Sand and Gravel,Active,7/5/2017,Surface,Smith Mine,7668 County Road 24,Clanton,Alabama,35045.0
103354,Viking Pit,Construction Sand and Gravel,Abandoned,8/1/2008,Surface,Viking Pit,3523 Woods Rd,Atmore,Alabama,36502.0
103357,Phenix City Plant II,Construction Sand and Gravel,Active,3/25/2019,Surface,Phenix City Plant II,400 State Docks Road,Phenix City,Alabama,36869.0
103359,Livingston Aggregate Mine,Construction Sand and Gravel,Abandoned,2/23/2021,Surface,Livingston Aggregate Mine,12160 Upper Hull Road,Moundville,Alabama,35474.0
103363,Lambert Materials,Construction Sand and Gravel,Active,10/5/2007,Surface,Lambert Materials,1552 Banks McDade Rd.,Shorter,Alabama,36075.0
103367,Circle C Farms Pit,"Sand, Common",Abandoned,6/15/2011,Surface,Circle C Farms Pit,3572 Washington Ferry Road,Montgomery,Alabama,36108.0
103369,King Pit,Construction Sand and Gravel,Abandoned,10/1/2013,Surface,King Pit,3025  Excel-Frisco,Excel,Alabama,36439.0
103379,Pace Sand & Gravel,Construction Sand and Gravel,Abandoned,1/24/2011,Surface,Pace Sand & Gravel,Welka Road,Flomaton,Alabama,36441.0
103382,Sterling Materials Inc.,Construction Sand and Gravel,Abandoned,1/29/2010,Surface,Sterling Materials Inc.,19577 George Thomley Road,Perdido,Alabama,36562.0
103383,Alabama Pit,Construction Sand and Gravel,Abandoned,3/1/2013,Surface,Alabama Pit,Alley 5 Road Dead End,Flomaton,Alabama,36441.0
103385,Demopolis Sand Operation,"Sand, Common",Abandoned,4/16/2021,Surface,Demopolis Sand Operation,Lock 4 Road,Demopolis,Alabama,36732.0
103386,Lynn Nolen Construction,Construction Sand and Gravel,Active,12/4/2019,Surface,Lynn Nolen Construction,Lynd Road,Grand Bay,Alabama,36541.0
103399,Red Eagle,Construction Sand and Gravel,Active,8/13/2009,Surface,Red Eagle,1405 RED EAGLE ROAD ,MONTGOMERY,Alabama,36110.0
103400,A & S Mine,"Sand, Common",Abandoned,8/18/2008,Surface,A & S Mine,8871 Hwy. 188,Irivington,Alabama,36544.0
103401,Cedar Creek Pit,Construction Sand and Gravel,Active,7/6/2023,Surface,Cedar Creek Pit,WELKA RD.,FLOMATON ,Alabama,36441.0
103402,WALLACE PIT,Construction Sand and Gravel,Abandoned,12/15/2015,Surface,WALLACE PIT,4032 WALLACE ROAD,BREWTON,Alabama,36426.0
103403,Hickory Bend,Construction Sand and Gravel,Abandoned,5/14/2024,Surface,Hickory Bend,2291 Tysonville Loop,Shorter,Alabama,36075.0
103406,Allstate Plant,Construction Sand and Gravel,Abandoned,7/22/2024,Surface,Allstate Plant,2708 County Rd. 85,Deatsville,Alabama,36022.0
103408,Kirkland Gravel Pit,Construction Sand and Gravel,Abandoned,1/27/2010,Surface,Kirkland Gravel Pit,273 John Guin Circle,Jackson,Alabama,36545.0
103427,Pope Pit #2,Construction Sand and Gravel,Intermittent,10/1/2024,Surface,Pope Pit #2,496 Indian Ridge Rd.,Whatley,Alabama,36482.0
103429,Flomaton Sand & Gravel,Construction Sand and Gravel,Abandoned,3/2/2012,Surface,Flomaton Sand & Gravel,19847 Hwy 31,Flomaton,Alabama,36441.0
103430,Limestone Creek,Construction Sand and Gravel,Abandoned,2/17/2016,Surface,Limestone Creek,26014 Newby Road,Madison,Alabama,35756.0
103435,Wetumpka Gravel LLC,Construction Sand and Gravel,Abandoned,10/23/2012,Surface,Wetumpka Gravel LLC,721 US 231  North Wetumpka Hwy.,Wetumpka,Alabama,36093.0
103449,Kilgore Pit,Construction Sand and Gravel,Abandoned,1/6/2014,Surface,Kilgore Pit,2386 4 Oaks Road,Hamilton,Alabama,35570.0
103461,Miller Pit,Construction Sand and Gravel,Abandoned,10/23/2017,Surface,Miller Pit,2454 Co Rd 67,Billingsley,Alabama,36006.0
103473,M & M #1,Construction Sand and Gravel,Abandoned,7/1/2020,Surface,M & M #1,Escambia County Alabama Rd 55,East Brewton,Alabama,36426.0
103477,SARDINE,Construction Sand and Gravel,Active,12/2/2014,Surface,SARDINE,3028 ALGER ROAD,ATMORE,Alabama,36502.0
103478,SARDINE NORTH,Construction Sand and Gravel,Abandoned,3/11/2015,Surface,SARDINE NORTH,ALGER ROAD,FLOMATON,Alabama,36441.0
103479,Rail Site Pit,Construction Sand and Gravel,Abandoned,5/25/2018,Surface,Rail Site Pit,2028 County Road 19N,Prattville,Alabama,36067.0
103483,Mobile Abrasives Inc.,"Sand, Common",Abandoned,8/26/2015,Surface,Mobile Abrasives Inc.,6927 Mac Drive,Theodore,Alabama,36582.0
103485,EADY PIT,Construction Sand and Gravel,Abandoned,4/16/2015,Surface,EADY PIT,963 Simpkins Lane,Repton,Alabama,36475.0
103486,Darby Pit,Construction Sand and Gravel,Abandoned,12/1/2017,Surface,Darby Pit,142 Webb & Sims Ln.,Sunflower,Alabama,36581.0
103488,QUALITY SAND & GRAVEL LLC,Construction Sand and Gravel,TempIdle,3/18/2025,Surface,QUALITY SAND & GRAVEL LLC,723 CO RD 802,IDER,Alabama,35981.0
103501,Bockman Pit,Construction Sand and Gravel,Abandoned,4/1/2017,Surface,Bockman Pit,528 County Road 70,Marbury,Alabama,36051.0
103507,Jackson Quarry,Construction Sand and Gravel,Active,7/15/2020,Surface,Jackson Quarry,801 Falling Leaf Rd,Jackson,Alabama,36545.0
103512,Pit #1,Construction Sand and Gravel,Abandoned,10/6/2017,Surface,Pit #1,160 Cathy Ln,Deatsville,Alabama,36022.0
103513,Brown Mine,Construction Sand and Gravel,Abandoned,4/1/2018,Surface,Brown Mine,850 County Road 113,Prattville,Alabama,36067.0
103514,Long Pit,Construction Sand and Gravel,NonProdActive,10/28/2024,Surface,Long Pit,6819 County Road 15,Wedowee,Alabama,36278.0
103517,Meadows,Construction Sand and Gravel,Active,1/12/2018,Surface,Meadows,3714 County Road 40 E,Lowndesboro,Alabama,36752.0
103524,Repton Mine,Construction Sand and Gravel,Active,8/6/2018,Surface,Repton Mine,"Highway 84, Old Federal Road",Repton,Alabama,36475.0
103530,Autaugaville Pit,Construction Sand and Gravel,Abandoned,1/16/2023,Surface,Autaugaville Pit,667 CO RD 19 NORTH ,Autaugaville,Alabama,36003.0
103534,Sam Antley,Construction Sand and Gravel,Abandoned,10/29/2019,Surface,Sam Antley,936 Tuberose Ln.,Deatsville,Alabama,36022.0
103537,Holt Pit,Construction Sand and Gravel,Abandoned,8/19/2024,Surface,Holt Pit,32.5280 N  86.3206 W,Elmore,Alabama,36025.0
103541,Pit #1,Construction Sand and Gravel,Abandoned,2/10/2021,Surface,Pit #1,16597 Walker Springs Rd,Gainestown,Alabama,36545.0
103543,Red Mountain Rock,Construction Sand and Gravel,Active,12/19/2020,Surface,Red Mountain Rock,893 AD Clark RD,Castleberry,Alabama,36432.0
103544,SDAC OZ,"Sand, Common",Active,2/7/2022,Surface,SDAC OZ,815 Hunter Loop Road,Montgomery,Alabama,36108.0
103546,Pearson Pit,Construction Sand and Gravel,Active,6/22/2021,Surface,Pearson Pit,650 COUNTY ROAD 19 NORTH,AUTAUGAVILLE,Alabama,36067.0
103549,Terminal #1,Construction Sand and Gravel,Abandoned,9/14/2022,Facility,Terminal #1,1251 Hardwick Street,Montgomery,Alabama,36108.0
103553,Pritchett Pit ,"Sand, Common",Abandoned,10/26/2022,Surface,Pritchett Pit ,1600 Hebron Road,Grove Hill,Alabama,36451.0
103563,Tillman Pit,Construction Sand and Gravel,NonProdActive,7/28/2025,Surface,Tillman Pit,1400 Rabbit Creek Road ,Grove Hill ,Alabama,36451.0
103564,Monroe Gravel,Construction Sand and Gravel,Abandoned,6/17/2024,Surface,Monroe Gravel,320 Thames Road,Frisco City ,Alabama,36445.0
103566,Belmont 1,Construction Sand and Gravel,Abandoned,10/25/2022,Facility,Belmont 1,700 Blue Ridge Road,Winfield,Alabama,35594.0
103569,Al Rock Pit,"Sand, Common",Abandoned,10/13/2025,Surface,Al Rock Pit,1901 Co Rd 123,Marbury,Alabama,36051.0
103571,"All Star Sand & Gravel, Inc.",Construction Sand and Gravel,Active,2/27/2024,Surface,"All Star Sand & Gravel, Inc.",700 Blue Ridge Road,Winfield,Alabama,35594.0
103572,PETRUNIC PIT,"Sand, Common",Abandoned,6/16/2025,Surface,PETRUNIC PIT,1104 Co. Rd. 19N,Prattville,Alabama,36067.0
103579,Ground Works Materials,Construction Sand and Gravel,Active,1/24/2024,Surface,Ground Works Materials,566 tuberose lane,Deatsville ,Alabama,36022.0
103580,Prevo Sand ,"Sand, Common",Active,4/19/2023,Surface,Prevo Sand ,340 Thames Rd,Frisco City,Alabama,36445.0
200350,Little Hill Mine,Construction Sand and Gravel,Abandoned,3/13/2024,Surface,Little Hill Mine,67750 E COPPER HILL RD,ORACLE,Arizona,85623.0
200620,TACNA SAND & GRAVEL LLC,Construction Sand and Gravel,Active,12/7/1978,Surface,TACNA SAND & GRAVEL LLC,38375 E. County 3 1/4 Street,Roll,Arizona,85347.0
200622,PORTABLE SCREENING PLANT,Construction Sand and Gravel,Abandoned,12/14/2016,Surface,PORTABLE SCREENING PLANT,4000 N Leslie Canyon,Douglas,Arizona,85607.0
200631,UNIVERSITY PLANT ,Construction Sand and Gravel,Abandoned,2/7/2008,Surface,UNIVERSITY PLANT ,see directions,Phoenix,Arizona,85034.0
200632,SUN CITY PLANT,Construction Sand and Gravel,Active,11/15/2010,Surface,SUN CITY PLANT,14521 North 115th Avenue,El Mirage,Arizona,85335.0
200633,ARIZONA SILICA SAND COMPANY,Construction Sand and Gravel,Abandoned,8/16/2013,Surface,ARIZONA SILICA SAND COMPANY,52 St. Anselm Road,Houck,Arizona,86506.0
200639,Cottonwood Wash ,Construction Sand and Gravel,Abandoned,12/5/2012,Surface,Cottonwood Wash ,850 N MAIN,SNOWFLAKE,Arizona,85937.0
200649,Tangerine Road Pit,Construction Sand and Gravel,Active,5/9/2014,Surface,Tangerine Road Pit,10200 W TANGERINE RD,MARANA,Arizona,85653.0
200663,Sand & Gravel Operation,Construction Sand and Gravel,Abandoned,9/19/2006,Surface,Sand & Gravel Operation,1015 N Hamilton Rd,Willcox,Arizona,85643.0
200664,CEMEX - MESA,Construction Sand and Gravel,Abandoned,11/9/2010,Surface,CEMEX - MESA,1901 N Alma School Rd.,Mesa,Arizona,85201.0
200704,Sonora Environmental LLC dba B & R Mats,Construction Sand and Gravel,Abandoned,10/22/2008,Surface,Sonora Environmental LLC dba B & R Mats,4200 S Harrison Rd,Tucson,Arizona,85730.0
