Mine ID,Mine Name,Street,City,State,Zip Code,Commodity,Mine Status,Status Date,Type of Mine
202166,West Plant,4850 South 47th Ave.,Laveen,Arizona,85339.0,Construction Sand and Gravel,Active,12/2/1985,Surface
202181,AGUA FRIA PIT,409 Camino Ramanote,Rio Rico,Arizona,85648.0,Construction Sand and Gravel,Active,7/21/2020,Surface
202227,Fort McDowell Yavapai Materials-Plt1 #1,13106 N Hiawatha Hood Rd,Fort McDowell,Arizona,85264.0,Construction Sand and Gravel,Active,9/6/1984,Surface
202238,Fort McDowell Yavapai Materials-Plt #3,17600 E Yavapai Coral Rd,Fort McDowell,Arizona,85264.0,Construction Sand and Gravel,Active,4/12/2010,Surface
202261,West Broadway ,7845 W BROADWAY RD,PHOENIX,Arizona,850437206.0,Construction Sand and Gravel,Active,2/8/2016,Surface
202283,Twin Peaks Aggregate,11115 N. Casa Grande Hwy.,RILLITO,Arizona,856540303.0,Construction Sand and Gravel,Active,1/1/2012,Surface
202292,Crushing Plant,4000 Papermill Road,Taylor,Arizona,85939.0,Construction Sand and Gravel,Active,10/22/2019,Surface
202320,Buckeye Plant,13808 S Rooks Rd,Buckeye,Arizona,85326.0,Construction Sand and Gravel,Intermittent,1/7/2021,Surface
202357,A B C Sand & Rock Inc,5401 N 119TH AVE,GLENDALE,Arizona,853074501.0,Construction Sand and Gravel,Active,2/6/1987,Surface
202372,1050 Estrella Pit,16402 South Tuthill Road,Buckeye,Arizona,85326.0,Construction Sand and Gravel,Active,10/23/2025,Surface
202470,BLAISDELL,12430 E. 8th. St.,Yuma,Arizona,85365.0,Construction Sand and Gravel,Active,12/14/1988,Surface
202486,PORTABLE SCREENING PLANT,1900 E. Hwy 260 ,Payson,Arizona,85541.0,Construction Sand and Gravel,Intermittent,5/12/2023,Surface
202524,Clarkdale Plant #24,280 N CEMENT PLANT ROAD,CLARKDALE,Arizona,86324.0,Construction Sand and Gravel,Active,5/24/1990,Surface
202528,Decker Pit,1105 W 3rd N,Snowflake,Arizona,85937.0,Construction Sand and Gravel,Active,8/10/2022,Surface
202531,TEXAS CANYON ROCK & SAND,Nord Mine Johnson Road,Dragoon,Arizona,85609.0,Construction Sand and Gravel,Active,10/23/2017,Surface
202574,WASH PLANT,4000 leslie canyon rd,Douglas,Arizona,85607.0,Construction Sand and Gravel,Active,11/6/2023,Surface
202585,CEMEX - APEX,11500 N Cal Mat Drive,Marana,Arizona,85653.0,Construction Sand and Gravel,Active,5/11/1993,Surface
202589,FNF Crushing 6,115 S. 48th St.,Tempe,Arizona,85281.0,Construction Sand and Gravel,Intermittent,7/11/2024,Surface
202623,Higley Plant ,3666 N. Higley,Mesa,Arizona,85215.0,Construction Sand and Gravel,Active,2/7/2012,Surface
202633,Dewey Plant,14900 E. Highway 169,Dewey,Arizona,86327.0,Construction Sand and Gravel,Active,11/18/1994,Surface
202647,Swan Pit,9301 S SWAN RD,TUCSON,Arizona,85706.0,Construction Sand and Gravel,Active,5/9/2014,Surface
202663,1012 Queen Creek #3,39449 North Schnepf Rd ,San Tan Valley,Arizona,85140.0,Construction Sand and Gravel,TempIdle,8/13/2024,Surface
202670,CEMEX - PIMA,13599 South Nogales Way,Tucson,Arizona,85706.0,Construction Sand and Gravel,Active,5/3/2023,Surface
202679,Hassayampa Plant #46,32701 W. Tonopah Salome Hwy,Tonopah,Arizona,85354.0,Construction Sand and Gravel,Active,11/8/2023,Surface
202748,MILLION $ BUFF GRINDSTONE CANYON,Forest Service Rd 186B,North of Drake,Arizona,86334.0,Construction Sand and Gravel,Active,11/8/2023,Surface
202753,CEMEX - WEST VALLEY,11550 W. Northern Avenue,Glendale,Arizona,85307.0,Construction Sand and Gravel,Active,2/25/1998,Surface
202767,Pass Canyon,3000 Pass Canyon Road,Bullhead City,Arizona,86442.0,Construction Sand and Gravel,Active,9/23/2004,Surface
202799,Mine #2,3914 E. Presidio Street,Mesa,Arizona,85215.0,Construction Sand and Gravel,Intermittent,8/10/2022,Surface
202826,Yavapai Apache Sand & Rock,3750 W. old Highway 279/P.O.Boxx 249,Camp Verde,Arizona,86322.0,Construction Sand and Gravel,Active,6/15/1999,Surface
202827,SOUTH YUMA PIT,3999 E. County 19th St.,Yuma,Arizona,85365.0,Construction Sand and Gravel,Active,7/20/1999,Surface
202832,RIVER ROAD PLANT,4250 East River Road,Tucson,Arizona,85718.0,Construction Sand and Gravel,Intermittent,7/22/2020,Surface
202849,CEMEX - PRESCOTT/FAIN,13531 E. Hwy 89A,Prescott Valley,Arizona,86315.0,Construction Sand and Gravel,Active,10/21/1999,Surface
202851,CEMEX - GRAY MOUNTAIN,2 Miles E on Hwy 89 S of Gray Mountain,Gray Mountain,Arizona,86016.0,Construction Sand and Gravel,Active,10/23/2025,Surface
202867,Pit  #1 43rd Ave,3636 S 43rd Ave,Phoenix,Arizona,85009.0,Construction Sand and Gravel,Active,12/7/1999,Surface
202870,PAP Kingman,2674 N. Roundup,Kingman,Arizona,86401.0,Construction Sand and Gravel,Intermittent,6/9/2024,Surface
202891,VAL VISTA - CITRUS GROVE 150,3410 E Virginia Ave,Mesa,Arizona,85213.0,Construction Sand and Gravel,Active,2/3/2014,Surface
202894,Minnetonka Pit,9170 SR 87,Winslow,Arizona,86047.0,Construction Sand and Gravel,Intermittent,10/23/2025,Surface
202896,CEMEX - COOLIDGE,14152 N Attaway Road,Coolidge,Arizona,85182.0,Construction Sand and Gravel,Active,1/22/2020,Surface
202898,TEE PEE SAND & GRAVEL,,,Arizona,,Construction Sand and Gravel,Intermittent,9/5/2018,Surface
202913,Chino Pit,1405 E Rd 6 North,Chino Valley,Arizona,86323.0,Construction Sand and Gravel,Active,11/6/2014,Surface
202919,MARANA PLANT,10100 W. Avra Valley Road,Marana,Arizona,85653.0,Construction Sand and Gravel,Active,3/2/2009,Surface
202933,AVONDALE PLANT,5301 S Dysart,Avondale,Arizona,85323.0,Construction Sand and Gravel,Active,7/22/2020,Surface
202938,Schuck Development Corp,3460 N Sabin Brown Rd,Wickenburg,Arizona,85390.0,Construction Sand and Gravel,Intermittent,5/12/2023,Surface
202942,ALPINE DUMP PIT,HWY 180 & 191,ALPINE,Arizona,85920.0,Construction Sand and Gravel,Intermittent,5/13/2025,Surface
202956,Goat Creek Mining,3838 E Hwy 260,Star Valley,Arizona,85541.0,Construction Sand and Gravel,Intermittent,8/13/2014,Surface
202961,BLT Companies Materials Plant,5401 Highway 95,Yuma,Arizona,85365.0,Construction Sand and Gravel,Active,4/10/2018,Surface
202962,Lake Havasu Airport Pit,7100 Whelan ,Lake Havasu City,Arizona,86404.0,Construction Sand and Gravel,Active,11/12/2014,Surface
202969,Cooley Knoll Pit,1950 E Adams St.,Show Low,Arizona,85924.0,Construction Sand and Gravel,Intermittent,4/9/2024,Surface
202970,Portable Crushing Plant,Portable,Payson,Arizona,85541.0,Construction Sand and Gravel,Intermittent,5/12/2023,Surface
202977,Reymert Mine,Hwy 60 & Mile Marker 221.3,Superior,Arizona,85273.0,Construction Sand and Gravel,Intermittent,10/23/2025,Surface
202987,Mayer Onyx,Stoneworld Quarry 1,Mayer,Arizona,86333.0,Construction Sand and Gravel,Active,4/21/2021,Surface
203007,Swapp Custom Crushing Plant #2,4521 US Hwy 191,Morenci,Arizona,85540.0,Construction Sand and Gravel,Active,5/3/2023,Surface
203010,Security Pit,47502 Mohave Rd.,Ehrenberg,Arizona,85334.0,Construction Sand and Gravel,Active,5/12/2023,Surface
203016,Portable Plant #1,Portable,Prescott,Arizona,86301.0,Construction Sand and Gravel,Active,10/24/2025,Surface
203017,Belmont Pit,Wickenburg/Volture Mine Rd.,Wickenburg,Arizona,85390.0,"Sand, Common",Active,8/10/2022,Surface
203022,Sand Pit,MILE MARKER 172,LAKE HAVASU CITY,Arizona,86406.0,Construction Sand and Gravel,Active,5/17/2011,Surface
203027,Broccoli,Mile Post 108.2 HWY 79 SEC 17 T8S R12E,Oracle Junction,Arizona,85623.0,Construction Sand and Gravel,Active,1/28/2022,Surface
203035,FNF Crushing 8,115 S. 48th St. ,Tempe,Arizona,85281.0,Construction Sand and Gravel,Intermittent,3/7/2025,Surface
203036,FNF Crushing 4,115 S. 48th St.,Tempe,Arizona,85281.0,Construction Sand and Gravel,Active,5/2/2023,Surface
203046,Charter Materials LLC  (Plant 100),"4455 E. Perkinsville Road, P.O. Box 3600",CHINO VALLEY,Arizona,86323.0,Construction Sand and Gravel,Active,6/15/2004,Surface
203060,67th. Ave Plant,6204 W. Southern Ave,Laveen,Arizona,85339.0,Construction Sand and Gravel,Active,12/20/2005,Surface
203074,Babacomari Ranch Plant,401 E. Railroad Dr.,Huachuca City,Arizona,85616.0,Construction Sand and Gravel,Active,12/6/2016,Surface
203075,Maricopa Pit,2439 North Arizona State Route 347,Casa Blanca,Arizona,85221.0,Construction Sand and Gravel,Active,1/13/2005,Surface
203107,West Side Pit,6225 N El Mirage Rd,Glendale,Arizona,85307.0,Construction Sand and Gravel,Active,10/1/2011,Surface
203118,Amrize Sand Crusher #2,22833 W AVRA VALLEY ROAD,MARANA,Arizona,85353.0,Construction Sand and Gravel,Active,11/15/2010,Surface
203122,Hackberry,N. Hwy 66 Mile Post 80,Hackberry,Arizona,86411.0,Construction Sand and Gravel,Active,11/21/2011,Surface
203143,Padilla Crush and Screening Plant,409 Camino Ramanote,Rio Rico,Arizona,85648.0,Construction Sand and Gravel,Active,8/11/2022,Surface
203144,Swapp Custom Crushing Plant #3 ,4521 US Highway 191,Morenci ,Arizona,85540.0,Construction Sand and Gravel,Active,7/22/2020,Surface
203145,Mine #3,3914 E. Presidio St,Mesa,Arizona,85215.0,Construction Sand and Gravel,Intermittent,3/11/2025,Surface
203146,1014 EAGLE MOUNTAIN QUARRY ,12398 South Dean Rd ,Buckeye,Arizona,85326.0,Construction Sand and Gravel,Active,5/12/2023,Surface
203147,Mine #4,3914 E. Presidio Street,Mesa,Arizona,85215.0,Construction Sand and Gravel,Intermittent,3/18/2024,Surface
203162,QUEEN CREEK PIT,18109 SUPERSTITION FWY,GOLD CANYON,Arizona,85118.0,Construction Sand and Gravel,Active,12/6/2016,Surface
203165,Buckeye Plant,12820 S. Rooks Road,Buckeye,Arizona,85326.0,Construction Sand and Gravel,Intermittent,3/1/2007,Surface
203173,Coolidge Plant 65,1000 Quail Run Lane,Florence,Arizona,85132.0,Construction Sand and Gravel,Active,10/29/2020,Surface
203187,D41,31805 West Southern Avenue,Buckeye,Arizona,85326.0,Construction Sand and Gravel,Active,11/5/2012,Surface
203191,P & P Materials LLC,27035 E Pinal Air Park Rd,Marana,Arizona,85653.0,Construction Sand and Gravel,Active,5/5/2021,Surface
203199,Beeline Plant ,12795 N. Beeline Hwy,Scottsdale,Arizona,85202.0,Construction Sand and Gravel,Active,12/6/2016,Surface
203215,Western Materials Site #1,Lance Drive,Show Low,Arizona,85901.0,Construction Sand and Gravel,Active,1/26/2021,Surface
203219,Vicksburg Pit,Vicksburg Pit Road ,Vicksburg,Arizona,85348.0,Construction Sand and Gravel,Intermittent,11/8/2023,Surface
203264,Reay Brothers,5250 N Restoration Rd,Rimrock,Arizona,86335.0,Construction Sand and Gravel,Intermittent,2/7/2012,Surface
203273,Klump Pit,8300 S. Gold Gulch Rd.,Bowie,Arizona,85605.0,Construction Sand and Gravel,Active,8/11/2022,Surface
203275,MORE SAND,6902 Orange Box Dr,Flagstaff,Arizona,86004.0,Construction Sand and Gravel,Active,6/13/2025,Surface
203278,Portable Screen All,5600 East Commerce,Flagstaff,Arizona,86004.0,Construction Sand and Gravel,Intermittent,8/13/2025,Surface
203282,Amrize Hassayampa Wash Plant,31908 W Camelback Road,Buckeye,Arizona,85326.0,Construction Sand and Gravel,Active,8/6/2012,Surface
203284,Mine #6,3914 E. Presidio St.,Mesa,Arizona,85215.0,Construction Sand and Gravel,Intermittent,10/23/2025,Surface
203289,Mine #7,3914 East Presidio Street,Mesa,Arizona,85215.0,Construction Sand and Gravel,Intermittent,9/18/2020,Surface
203296,1015 Northern ,11450 West Northern Avenue,Peoria,Arizona,85345.0,Construction Sand and Gravel,Active,1/27/2020,Surface
203298,CP2,4000 N. Leslie Canyon Rd,Douglas,Arizona,85607.0,Construction Sand and Gravel,Intermittent,3/27/2018,Surface
203302,TURNER NORTH T2,Tonopah Salome Hwy 3.3 miles W of Miller Rd,Buckeye,Arizona,85326.0,Construction Sand and Gravel,Active,8/10/2022,Surface
203308,Spring Mountain,#2 ACR 5200,Conotto,Arizona,85924.0,Construction Sand and Gravel,Intermittent,11/18/2013,Surface
203313,Phoenix,13333 W' Southern ave,Avondale ,Arizona,85323.0,Construction Sand and Gravel,Active,5/9/2014,Surface
203331,Glendale Plant,6501 N Agua Fria Shores.,Glendale ,Arizona,85307.0,Construction Sand and Gravel,Active,12/6/2016,Surface
203333,Saragosa Rock ,2206 Ranch Rd 2903,Balmorhea ,Texas,79718.0,Construction Sand and Gravel,Active,10/2/2024,Surface
203336,Emerald Pit,"1037 S. Old Bisbee Hwy,",Tombstone,Arizona,85638.0,Construction Sand and Gravel,Active,8/6/2015,Surface
203338,1013 Coolidge,711 North Attaway Rd,Florence,Arizona,85132.0,Construction Sand and Gravel,Active,2/2/2023,Surface
203342,Queen Creek Stone ,9390 E. Hiller Rd.,Florence,Arizona,85132.0,Construction Sand and Gravel,Active,12/6/2016,Surface
203350,Diablo Plant # 136,15540 N. Kenworthy Road,Coolidge,Arizona,85128.0,Construction Sand and Gravel,Active,12/6/2016,Surface
203354,Mine #8,3914 E. Presidio St.,Mesa,Arizona,85215.0,Construction Sand and Gravel,Active,2/2/2023,Surface
203356,Ringo Canyon Granite LLC,26917 E Price Road,Florence,Arizona,85132.0,Construction Sand and Gravel,Active,7/24/2020,Surface
203359,1016 Peoria,27212 North 107th Avenue,Peoria,Arizona,85383.0,Construction Sand and Gravel,Active,12/6/2016,Surface
203362,Truxton Wash Pit,Milepost 78.5 Hwy 66,Kingman,Arizona,86401.0,Construction Sand and Gravel,Active,10/1/2019,Surface
203363,Yavapai ,1100 Commerce Dr,Prescott,Arizona,86305.0,Construction Sand and Gravel,Intermittent,6/2/2016,Surface
203367,New River Plant,39333 N New River Rd.,Peoria,Arizona,85383.0,Construction Sand and Gravel,Active,5/17/2018,Surface
203368,Maricopa Plant,GPS coordinates 33 10'47.8,Maricopa,Arizona,85139.0,Construction Sand and Gravel,Intermittent,1/28/2022,Surface
203369,Black Rock Arizona,Black Rock Mountain Road,Littlefield,Arizona,86432.0,Construction Sand and Gravel,Active,2/13/2023,Surface
203376,Dewey Pit Portable 1,300 S Latilla Lane,Dewey,Arizona,86327.0,Construction Sand and Gravel,Intermittent,1/21/2025,Surface
203378,Thunder Material Source,4701 E Duece of Clubs,Show Low,Arizona,85901.0,Construction Sand and Gravel,Active,10/23/2025,Surface
203380,San Tan Plant,2126 N Tanner Rd,Sacaton,Arizona,85247.0,Construction Sand and Gravel,Intermittent,11/2/2021,Surface
203384,Maxus 1-Portable Crusher,3914 E Presidio St.,Mesa,Arizona,85215.0,Construction Sand and Gravel,Intermittent,10/24/2025,Surface
203390,Plant 1 Avondale,6400 S. El Mirage Road,Tolleson,Arizona,85353.0,Construction Sand and Gravel,Active,1/31/2020,Surface
203407,Jackrabbit Aggregates,8050 S Jackrabbit Tr,Buckeye,Arizona,85326.0,Construction Sand and Gravel,Active,10/29/2020,Surface
203408,Plant # 1,3602 S Burris Rd,Casa Grande,Arizona,85193.0,Construction Sand and Gravel,Active,2/2/2023,Surface
203410,Mine #9,3914 East Presidio Street,Mesa,Arizona,85215.0,Construction Sand and Gravel,Intermittent,11/8/2023,Surface
203412,Maxus 2-Portable Crusher,67750 E. Copperhill Rd./Biosphere Rd,"Oracle,",Arizona,85623.0,Construction Sand and Gravel,Active,8/11/2022,Surface
203413,Plant 1,"Southern and SR 85 Buckeye, AZ 85326",Buekeye,Arizona,85326.0,Construction Sand and Gravel,Active,11/2/2021,Surface
203415,Gila 240,12706 W Southern Ave,Avondale,Arizona,85323.0,Construction Sand and Gravel,Active,10/24/2025,Surface
203417,Schist Quarry,17215 E Trails End Rd,Mayer,Arizona,86333.0,Construction Sand and Gravel,Active,10/24/2025,Surface
203419,ARMCO,21209 W Beloat Rd,Buckeye,Arizona,85326.0,"Sand, Common",Active,1/27/2021,Surface
203424,Track #1,Portable Track #1,Portable Track,Arizona,86346.0,"Sand, Common",Intermittent,10/24/2025,Surface
203425,Mine #10,3914 East Presidio Street,Mesa,Arizona,85215.0,Construction Sand and Gravel,Intermittent,3/16/2023,Surface
203427,Drake Mobile Crusher,50 N United Way,Paulden,Arizona,86334.0,Construction Sand and Gravel,Intermittent,5/12/2023,Surface
203431,Amrize Smoke Stack,10519 S Big Bug Trail,Mayer,Arizona,86333.0,"Sand, Common",Intermittent,8/13/2025,Surface
203434,Maxus 3,"25376 W Tonopah Salome Hwy, ",Buckeye,Arizona,85396.0,Construction Sand and Gravel,Active,11/2/2021,Surface
203435,Gila Pit,496 E Slate Creek Trail,Tonto Basin,Arizona,85553.0,Construction Sand and Gravel,Active,10/24/2025,Surface
203436,Agua Fria #2,Agua Fria,Rio Rico,Arizona,85648.0,Construction Sand and Gravel,Intermittent,8/11/2020,Surface
203437,Josephine Canyon Pit,1871 Pendleton dr,Rio Rico,Arizona,85648.0,Construction Sand and Gravel,Intermittent,12/15/2020,Surface
203438,Smithco Portable,68876 E Jackpot Road,Dudleyville,Arizona,85192.0,Construction Sand and Gravel,TempIdle,8/12/2024,Surface
203441,The Ridge,Hwy 74 Mile Marker 10 2 miles,Wickenburg,Arizona,85390.0,Construction Sand and Gravel,Active,8/10/2022,Surface
203444,Dose Pit,C/O 14900 East Hwy 169,Dewey,Arizona,86327.0,Construction Sand and Gravel,Active,10/23/2025,Surface
203449,LIZABETH MINE,O.S. Elizabeth Mine Rd ,Dewey,Arizona,86327.0,Construction Sand and Gravel,Intermittent,3/26/2025,Surface
203450,Hayhook Sand & Gravel,393 W Patton St,Huachuca City,Arizona,85616.0,Construction Sand and Gravel,Intermittent,3/18/2024,Surface
203452,PAIR A DICE,22106 W Eagle Mountain Rd,Buckeye,Arizona,85326.0,Construction Sand and Gravel,Active,11/8/2023,Surface
203454,Shelton Pit,3252 E Shelton Rd,Willcox,Arizona,85643.0,Construction Sand and Gravel,Intermittent,2/2/2023,Surface
203457,ERC Pit #3 -- Granite Dells,Granite Dells E StateRoute 89A,Prescott,Arizona,86303.0,Construction Sand and Gravel,Intermittent,8/4/2022,Surface
