Mine ID,Mine Name,Street,City,State,Zip Code
0101114,Elmore Pits,N/A,N/A,Alabama,N/A
0101138,Scott Pit,1322 Maron Spillway Road,Elmore,Alabama,36025
0101237,Pierce Pit & Plant,N/A,N/A,Alabama,N/A
0101263,Laidlaw Pit No 2,N/A,N/A,Alabama,N/A
0101271,Beasley Pit,N/A,N/A,Alabama,N/A
0101280,Bennett Pit,N/A,N/A,Alabama,N/A
0101283,John H Maples Hauling Company Incorporat,N/A,N/A,Alabama,N/A
0101294,Riley Pit,N/A,N/A,Alabama,N/A
0101304,HOWELLS FERRY PIT,N/A,N/A,Alabama,N/A
0101324,Mcconnell And Moore Pit,N/A,N/A,Alabama,N/A
0101325,Joe Moore Pit,N/A,N/A,Alabama,N/A
0101353,WALTER WEST DREDGE,N/A,N/A,Alabama,N/A
0101397,Nicholson Pit,N/A,N/A,Alabama,N/A
0101412,BAKER TERMINAL,N/A,N/A,Alabama,N/A
0101426,Pierre Dredge,N/A,N/A,Alabama,N/A
0101460,Repton Pit,N/A,N/A,Alabama,N/A
0101503,Whorton Bend Pit,N/A,N/A,Alabama,N/A
0101523,Robison Mine And Mill,N/A,N/A,Alabama,N/A
0101524,Mixon Pit,N/A,N/A,Alabama,N/A
0101538,Alabama Washer,N/A,N/A,Alabama,N/A
0101540,Pit No 1,N/A,N/A,Alabama,N/A
0101571,Cooper Materials Incorporated,N/A,N/A,Alabama,N/A
0101572,Hargett Pit,N/A,N/A,Alabama,N/A
0101642,Gann Pit,N/A,N/A,Alabama,N/A
0101695,JACKSON PIT,N/A,N/A,Alabama,N/A
0101714,Froggy Bottom Pit And Plant,N/A,N/A,Alabama,N/A
0101719,Bell Pit,N/A,N/A,Alabama,N/A
0101723,Carroll Pit,N/A,N/A,Alabama,N/A
0101724,Hubberville Plant And Pit,N/A,N/A,Alabama,N/A
0101725,Holiday Pit,N/A,N/A,Alabama,N/A
0101751,Holly Or Holley Pit,N/A,N/A,Alabama,N/A
0101753,Thetford Pit,N/A,N/A,Alabama,N/A
0101781,No 1 Pit,N/A,N/A,Alabama,N/A
0101790,Mitylene Pit,N/A,N/A,Alabama,N/A
0101798,Ward Pit,N/A,N/A,Alabama,N/A
0101826,Pit No 1,N/A,N/A,Alabama,N/A
0101832,Pettis Pit,Pettis Lane,Wallace,Alabama,36426
0101838,Sand Plant,N/A,N/A,Alabama,N/A
0101841,Osborn Pit No I,N/A,N/A,Alabama,N/A
0101893,#1 DREDGE,N/A,N/A,Alabama,N/A
0101979,Laidlaw Pit No 3,N/A,N/A,Alabama,N/A
0101982,Nichols Material,N/A,N/A,Alabama,N/A
0101983,Smith Sand Company Inc,6570 Spice Pond Road,Eight Mile,Alabama,36613
0101984,Monroe Concrete,N/A,N/A,Alabama,N/A
0101997,Monroe Concrete Pit,N/A,N/A,Alabama,N/A
0102006,Evans Pit,N/A,N/A,Alabama,N/A
0102007,Wares Ferry Road Pit,N/A,N/A,Alabama,N/A
0102008,Bulk Materials Plant,N/A,N/A,Alabama,N/A
0102009,Dearman Mining And Dredging,N/A,N/A,Alabama,N/A
0102010,Kendrick Pit,N/A,N/A,Alabama,N/A
0102018,Number 2 Pit,N/A,N/A,Alabama,N/A
0102027,Mid South Sand And Gravel Incorporated,N/A,N/A,Alabama,N/A
0102040,Parker 1,N/A,N/A,Alabama,N/A
0102041,Booth,N/A,N/A,Alabama,N/A
0102042,Coosada Ferry Pit,N/A,N/A,Alabama,N/A
0102047,Becker Sand & Gravel Tyler Plant,N/A,N/A,Alabama,N/A
0102051,Pit No 1,N/A,N/A,Alabama,N/A
0102070,Austin Pit,N/A,N/A,Alabama,N/A
0102087,Cypress Pit,1235 Cuttoff Road,Moundville,Alabama,35474
0102091,Finch Pit,N/A,N/A,Alabama,N/A
0102093,BALDWIN SAND & GRAVEL - PIT #4,N/A,N/A,Alabama,N/A
0102094,Nectar Pit,N/A,N/A,Alabama,N/A
0102099,Pit No 1,N/A,N/A,Alabama,N/A
0102100,Paul Pit,N/A,N/A,Alabama,N/A
0102104,Hyatt Pit,N/A,N/A,Alabama,N/A
0102105,Goodway Pit,N/A,N/A,Alabama,N/A
0102106,Conecuh Pit,N/A,N/A,Alabama,N/A
0102108,Plant No 2,N/A,N/A,Alabama,N/A
0102125,Pit No 1,N/A,N/A,Alabama,N/A
0102133,Gulf States Pit,N/A,N/A,Alabama,N/A
0102139,D & J Sand & Gravel,N/A,N/A,Alabama,N/A
0102141,Pit No 1 Or Hamilton Pit,N/A,N/A,Alabama,N/A
0102157,Argo Pit,N/A,N/A,Alabama,N/A
0102168,Ballplay,N/A,N/A,Alabama,N/A
0102171,OXFORD CRUSHER,N/A,N/A,Alabama,N/A
0102179,Parker Pit,N/A,N/A,Alabama,N/A
0102195,Smith Pit,N/A,N/A,Alabama,N/A
0102196,CHATTAHOOCHEE PIT,Hwy. 95,Columbia,Alabama,36319
0102199,Jackson Pit No 2,N/A,N/A,Alabama,N/A
0102200,Robison Mine & Mill,3036 Dinky Line Road,Detroit,Alabama,35552
0102203,Lenox No 1,N/A,N/A,Alabama,N/A
0102204,Ivey Pit,N/A,N/A,Alabama,N/A
0102209,Chapman Pit,N/A,N/A,Alabama,N/A
0102238,Plantersville Pit,N/A,N/A,Alabama,N/A
0102239,NICHOLS PLANT,N/A,N/A,Alabama,N/A
0102247,Riverside Materials,N/A,N/A,Alabama,N/A
0102256,Bragan Pit,N/A,N/A,Alabama,N/A
0102262,Wallace Pit,N/A,N/A,Alabama,N/A
0102283,Pit No 3,N/A,N/A,Alabama,N/A
0102289,Crawford Pit,N/A,N/A,Alabama,N/A
0102291,Jacop Pit,N/A,N/A,Alabama,N/A
0102314,Shine Pit,N/A,N/A,Alabama,N/A
0102325,White Chert Pit,N/A,N/A,Alabama,N/A
0102326,Selma Plant #2,N/A,N/A,Alabama,N/A
0102340,Pit No 4,N/A,N/A,Alabama,N/A
0102342,Beasley Pit,N/A,N/A,Alabama,N/A
0102356,Gulf States Crusher,N/A,N/A,Alabama,N/A
0102358,Calera Plant,N/A,N/A,Alabama,N/A
0102366,Bunn Plant Or Plant Operation,N/A,N/A,Alabama,N/A
0102367,Couch Pit,N/A,N/A,Alabama,N/A
0102376,St Regis Pit,N/A,N/A,Alabama,N/A
0102387,Sharpe No 1,N/A,N/A,Alabama,N/A
0102396,Shorter Plant,N/A,N/A,Alabama,N/A
0102398,Beers Pit,N/A,N/A,Alabama,N/A
0102503,Tooson Pit,N/A,N/A,Alabama,N/A
0102504,Pit No 1,N/A,N/A,Alabama,N/A
0102507,MIMS PIT,N/A,N/A,Alabama,N/A
0102516,Dees Pit,N/A,N/A,Alabama,N/A
0102522,Odom Pit,N/A,N/A,Alabama,N/A
0102524,Parker No 2,N/A,N/A,Alabama,N/A
0102525,Bromley Pit,N/A,N/A,Alabama,N/A
0102526,Stacy Pit,N/A,N/A,Alabama,N/A
0102528,CHAMPION PIT #2,N/A,N/A,Alabama,N/A
0102529,Atmore Sand and Gravel,1090 Old Jack Spings Rd.,Atmore,Alabama,36502
0102530,LENOX PIT,N/A,N/A,Alabama,N/A
0102531,Weekly Pit,N/A,N/A,Alabama,N/A
0102535,SIMS PIT,N/A,N/A,Alabama,N/A
0102541,Jackson Pit,N/A,N/A,Alabama,N/A
0102542,Nalls Pit,N/A,N/A,Alabama,N/A
0102546,Melton Pit,N/A,N/A,Alabama,N/A
0102547,Montgomery Asphalt Plant,N/A,N/A,Alabama,N/A
0102557,Miller Pit,N/A,N/A,Alabama,N/A
0102562,Franklin Pit,N/A,N/A,Alabama,N/A
0102563,Winfield Yard,700 Blue Ridge Rd,Winfield,Alabama,35594
0102571,Baker Pit,N/A,N/A,Alabama,N/A
0102573,Coastal Asphalt & Construction Incorpora,N/A,N/A,Alabama,N/A
0102581,Beers Pit No 2,N/A,N/A,Alabama,N/A
0102587,Scott Callen Sand & Gravel,879 US Hwy 80 East,Lowndes,Alabama,36752
0102597,Slay Pit,N/A,N/A,Alabama,N/A
0102599,Selma Plant,N/A,N/A,Alabama,N/A
0102603,Temerson Pit,N/A,N/A,Alabama,N/A
0102606,COGLE PIT,3163 Dallas Rd 17,Selma,Alabama,36701
0102642,BRADFORD GRAVEL PIT,Kansas Road,Grove Hill,Alabama,36541
0102643,Goodway Pit,N/A,N/A,Alabama,N/A
0102646,MCLEMORE PIT,N/A,N/A,Alabama,N/A
0102655,Macon Quarters Pit,N/A,N/A,Alabama,N/A
0102661,Cherry Hill,N/A,N/A,Alabama,N/A
0102664,Mc Duffie Island Sand & Gravel,N/A,N/A,Alabama,N/A
0102668,ALICEVILLE PIT,N/A,N/A,Alabama,N/A
0102669,Howton,N/A,N/A,Alabama,N/A
0102676,Thomas,N/A,N/A,Alabama,N/A
0102677,Pinkston,N/A,N/A,Alabama,N/A
0102680,Zimmerman Pit,N/A,N/A,Alabama,N/A
0102681,Century Gravel,N/A,N/A,Alabama,N/A
0102688,Wisener,N/A,N/A,Alabama,N/A
0102691,Abrasive Products Mobile Plant,N/A,N/A,Alabama,N/A
0102694,Selma,N/A,N/A,Alabama,N/A
0102696,Pit #1,N/A,N/A,Alabama,N/A
0102701,Doe Run Pit,N/A,N/A,Alabama,N/A
0102703,Lenox Pit,N/A,N/A,Alabama,N/A
0102705,Huntsville Sand & Lime,N/A,N/A,Alabama,N/A
0102712,Pit No 1,N/A,N/A,Alabama,N/A
0102718,Brewton Sand & Gravel Incorporated,N/A,N/A,Alabama,N/A
0102722,Greer Sand And Gravel,N/A,N/A,Alabama,N/A
0102733,H & H Sand And Gravel,N/A,N/A,Alabama,N/A
0102735,Mosley Pit,N/A,N/A,Alabama,N/A
0102738,West Alabama Sand & Gravel,146 County Road 136,Fayette,Alabama,35555
0102739,Linden Pit,N/A,N/A,Alabama,N/A
0102741,Rowland Gravel Pit,N/A,N/A,Alabama,N/A
0102742,Lenox Pit,N/A,N/A,Alabama,N/A
0102747,SHAVER SAND AND GRAVEL PIT,N/A,N/A,Alabama,N/A
0102749,Mc Millan Pit,N/A,N/A,Alabama,N/A
0102750,Wiggins Pit,N/A,N/A,Alabama,N/A
0102751,J E Bradford Pit,N/A,N/A,Alabama,N/A
0102752,Brown Pit,N/A,N/A,Alabama,N/A
0102754,Black Widow Resources,N/A,N/A,Alabama,N/A
0102757,Plaster Mine,2501 Fulton Drive,Autaugaville,Alabama,36003
0102758,Dozier Pit,N/A,N/A,Alabama,N/A
0102762,SELDEN PIT,N/A,N/A,Alabama,N/A
0102784,Reeder Pit,N/A,N/A,Alabama,N/A
0102789,EDSU PIT,N/A,N/A,Alabama,N/A
0102793,MONTGOMERY CRUSHER,N/A,N/A,Alabama,N/A
0102794,Boe Road Pit,Boe Road,St Elmo,Alabama,36568
0102795,Pit #1,N/A,N/A,Alabama,N/A
0102796,Clarke Pit,N/A,N/A,Alabama,N/A
0102803,Jackson Creek,N/A,N/A,Alabama,N/A
0102804,HUNTSVILLE GRAVEL CO.,N/A,N/A,Alabama,N/A
0102805,Pit #1,N/A,N/A,Alabama,N/A
0102810,OAKMULGEE  CRUSHER,1000 SUNNY LANE,SELMA,Alabama,36701
0102814,Phenix City Mine,1371 Brickyard Rd,Phenix City,Alabama,36867
0102822,P & R Mining,2068 Jack Rd.,Atmore,Alabama,36502
0102825,GOODWAY,N/A,N/A,Alabama,N/A
0102826,Friese (Frisco City),N/A,N/A,Alabama,N/A
0102827,Bloedel,N/A,N/A,Alabama,N/A
0102828,PLANT 333,N/A,N/A,Alabama,N/A
0102832,Three Bridge Bottom Mine,N/A,N/A,Alabama,N/A
0102834,POWELL-1,N/A,N/A,Alabama,N/A
0102840,Flint River Mine,N/A,N/A,Alabama,N/A
0102843,431 Sand & Gravel Pit,N/A,N/A,Alabama,N/A
0102852,Shorter Plant,1522 Main Street,Shorter,Alabama,36075
0102865,Tysonville Plant,751 Boyd Road,Shorter,Alabama,36075
0102869,Arbacoochee Mining,N/A,N/A,Alabama,N/A
0102870,Pit #2,Turkey Trot Rd.,Perdue Hill,Alabama,36470
0102883,Dawson Pit,3533 Kelley Ave,Monroeville,Alabama,36460
0102884,Alabama Pits,N/A,N/A,Alabama,N/A
0102887,RUSSELL SAND CO.,N/A,N/A,Alabama,N/A
0102888,Pit No 1,N/A,N/A,Alabama,N/A
0102892,Pit #1,N/A,N/A,Alabama,N/A
0102903,Belgreen Sand & Gravel,N/A,N/A,Alabama,N/A
0102909,Ivey Pit,N/A,N/A,Alabama,N/A
0102911,FREISE #225,N/A,N/A,Alabama,N/A
0102915,Baker Mann,N/A,N/A,Alabama,N/A
0102916,Pit  #1,18601 County Rd 27,Fairhope,Alabama,36532
0102917,Holt Pit,N/A,N/A,Alabama,N/A
0102927,Booth Sand And Gravel Incorporated,N/A,N/A,Alabama,N/A
0102928,Tocwah Pit,1761 Hunter Loop Road,Montgomery,Alabama,36108
0102929,Nall Pit,N/A,N/A,Alabama,N/A
0102930,Lyon Pit,N/A,N/A,Alabama,N/A
0102934,PIT #1 REPTON,Mile Marker 33 Hwy 41 North,Repton,Alabama,36475
0102936,PIT JACKSON,700 WATER WAY ROAD,JACKSON,Alabama,36545
0102938,Pit #2,N/A,N/A,Alabama,N/A
0102941,Henson Pit #1,N/A,N/A,Alabama,N/A
0102948,Dixie Sand and Gravel LLC,2803 River Lakes Dr,Montgomery,Alabama,36110
0102949,Moody Swamp Plant,N/A,N/A,Alabama,N/A
0102950,"Mobile Abrasives, Inc.",6927 Mac Drive,Theodore,Alabama,36582
0102958,Jackson Creek Sand,11101 Alvin Miller Road,Chunchula,Alabama,36521
0102959,Sand Plant #131,1669 Aldridge Gap Road,Guntersville,Alabama,35976
0102964,MOSELY PIT,N/A,N/A,Alabama,N/A
0102967,Taylorville Pit,N/A,N/A,Alabama,N/A
0102975,Pit #3,N/A,N/A,Alabama,N/A
0102981,Pit #1,N/A,N/A,Alabama,N/A
0102987,Sims Pit,N/A,N/A,Alabama,N/A
0102989,Sipsey Valley Sand & Gravel Incorporated,N/A,N/A,Alabama,N/A
0102993,Weekly Pit,N/A,N/A,Alabama,N/A
0103001,PLANT #2,N/A,N/A,Alabama,N/A
0103005,Rabbit Creek Pit,700 Waterway Road,Jackson,Alabama,36545
0103007,Grove Hill Crusher,N/A,N/A,Alabama,N/A
0103012,SM-1,N/A,N/A,Alabama,N/A
0103023,Pollard Pit 1,Pollard Pit,Pollard,Alabama,36441
0103028,PLANT 1 GAMBLE PIT,N/A,N/A,Alabama,N/A
0103035,Gulf #1,N/A,N/A,Alabama,N/A
0103039,Cook Pit,N/A,N/A,Alabama,N/A
0103040,EWELL INDUSTRIES INC. DAWSON PIT,N/A,N/A,Alabama,N/A
0103041,Turkey Creek Sand and Gravel Inc,347 County Road 24,Winfield,Alabama,35594
0103042,PIT #2,N/A,N/A,Alabama,N/A
0103043,Ward Mine,7067 County Road 40,Shorter,Alabama,36075
0103044,PICKARD PIT,N/A,N/A,Alabama,N/A
0103045,PLUMMER PIT,N/A,N/A,Alabama,N/A
0103046,LINE CREEK PIT,N/A,N/A,Alabama,N/A
0103047,Blount Springs Sand Plant,9741 US Hwy 31 South,Hayden,Alabama,35079
0103048,Ward Pit,N/A,N/A,Alabama,N/A
0103060,ATMORE MATERIALS,N/A,N/A,Alabama,N/A
0103064,Foshee Pit,N/A,N/A,Alabama,N/A
0103082,Corte Pit,24297-C County Rd 13,Daphne,Alabama,36526
0103084,City Pit,2155 Riverside Road,Montgomery,Alabama,36117
0103086,BENCHMARK,7787 County Rd. 73,Randolph,Alabama,36792
0103088,APPLETON - PIT #4,N/A,N/A,Alabama,N/A
0103090,Poarch Pit,7237 Jacks Springs Rd,Atmore,Alabama,36520
0103094,HICKS PIT,N/A,N/A,Alabama,N/A
0103098,Waugh Pit,18623 Hwy 80E,Pike Road,Alabama,36064
0103099,Red Bluff-Waugh Plant,18663 Highway 80 East,Pike Road,Alabama,36064
0103111,SHEEHAN PIT,N/A,N/A,Alabama,N/A
0103114,Wallace-Pit #3,Hwy 41,Wallace,Alabama,36426
0103119,KING PIT,N/A,N/A,Alabama,N/A
0103120,"ASC MARKETING, INC, WARD PIT",N/A,N/A,Alabama,N/A
0103121,MAGNUM PLANT,N/A,N/A,Alabama,N/A
0103123,Blanton Pit,3826 BEAR CREEK ROAD,FRISCO CITY,Alabama,36445
0103124,Lois Lane Pit,Lois Lane,Atmore,Alabama,36502
0103125,PATTON ISLAND MINE,N/A,N/A,Alabama,N/A
0103130,B & R Sand & Gravel,5198 Alabama River Pkwy.,Montgomery,Alabama,36110
0103132,Montgomery Pit,1588 Concrete Drive,Montgomery,Alabama,361100807
0103133,WHITE PEBBLE,N/A,N/A,Alabama,N/A
0103139,HARRELL PIT,N/A,N/A,Alabama,N/A
0103141,"Basic Sand & Gravel, Inc.",1076 Jack Rd,Atmore,Alabama,36502
0103142,INTERSTATE #2,N/A,N/A,Alabama,N/A
0103148,BIG SANDY PIT,N/A,N/A,Alabama,N/A
0103149,NASAG PIT 2,2113 CR#75,Phil Campbell,Alabama,35581
0103151,DYKES -1,N/A,N/A,Alabama,N/A
0103153,SANTEZ SAND & GRAVEL,N/A,N/A,Alabama,N/A
0103159,Rueggs Pit,13406 Co Rd 65,Foley,Alabama,36535
0103161,ATMORE PIT,N/A,N/A,Alabama,N/A
0103167,WHITE SAND PIT,3974 County Rd. 14,Roanoke,Alabama,36276
0103169,Pecan Grove Plant,134 Redland Road,Wetumpka,Alabama,36093
0103171,Plant 3,1 Main St,Whatley,Alabama,36482
0103173,PIT 1,N/A,N/A,Alabama,N/A
0103181,Anderson Road Materials LLC,1335 Anderson Road,Montgomery,Alabama,36110
0103188,"Roberts Sand & Gravel, Inc.",2700 County Rd 30,Sardis,Alabama,36775
0103192,Dozier Mine,125 Rifle Range Road,Montgomery,Alabama,36117
0103200,Culpepper Chert Pit,1485 CR 82,Gaylesville,Alabama,35973
0103201,Cash Pit,5200 AL Hwy. 183,Lawley,Alabama,36793
0103203,Paul Pit,Overton Rd.,Grove Hill,Alabama,36451
0103204,TIMBERLINE GRAVEL #1,N/A,N/A,Alabama,N/A
0103209,SLAY PIT,N/A,N/A,Alabama,N/A
0103212,JACOBS PIT,N/A,N/A,Alabama,N/A
0103220,WOODALL PIT #2,N/A,N/A,Alabama,N/A
0103221,G&L SAND & GRAVEL,928 Jack Rd.,Atmore,Alabama,36502
0103223,White City Plant,1985 Co. Rd. 123,Marbury,Alabama,36051
0103224,CALERA,1622 Hwy 84,Calera,Alabama,35040
0103230,Plant #3,412 N. Pickett St.,Autaugaville,Alabama,36003
0103233,Independence Pit,1278 County Road 19 No.,Prattville,Alabama,36067
0103238,Sand Mountain Materials,4160 County Rd. 739,Ider,Alabama,35981
0103239,Eady Sand & Gravel #1,228 Ahern Rd.,Atmore,Alabama,36502
0103241,"Little Hawk Mining, LLC",1449 Experiment Farm Road,Monroeville,Alabama,36460
0103244,Poarch Sand & Gravel-Little River Pit,Antebellum Lake,Little River,Alabama,36550
0103248,Jackson Plant 713,784 Ryland Pike Road,Jackson,Alabama,36473
0103251,Baldwin Aggregate Pit 1,2395 Shiloh Road,Frisco City,Alabama,36579
0103252,Garrett Pit,County Rd. 10,Frisco,Alabama,36579
0103253,Big Sandy Pit,11569 Skelton Road,Duncanville,Alabama,35456
0103256,Weekley Pit,15720 May Tower Road,Bay Minette,Alabama,36507
0103272,Red Bluff Pit,1740  South Memorial Dr.,Prattville,Alabama,36067
0103274,Cavender Pit,282 Gravel Pit Rd,Haleyville,Alabama,35565
0103287,Pit #1,Old Pascagoula Rd,Grand Bay,Alabama,36541
0103289,Parker Pit,Rocky Ranch Road,Frisco City,Alabama,36445
0103290,Reed Pit #5101," Old Stage Rd N, Hwy 84",Repton ,Alabama,36475
0103291,Johnson Pit,Arena Rd,Excel,Alabama,36439
0103296,Lake Mitchell,19741 Wilters Street,Robertsdale,Alabama,36567
0103297,Pit #1,River Road,Foley,Alabama,36535
0103302,Sardine South Pit #5100,Alger Road,Atmore,Alabama,36502
0103307,Pit #2,1565 Autauga Rd 24,Billingsley,Alabama,36006
0103308,"Southeast Sand Co., LLC",6674 County Rd. 42,Akron,Alabama,35441
0103313,Griffin Pit,County Rd 2,Jackson,Alabama,36545
0103314,Blakeley Island Sales Yard,1767 Cochran Bridge Causeway,Mobile,Alabama,36660
0103316,Mims Pit,2125 Co. Rd 19 N,Prattville,Alabama,36067
0103317,Saraland Crusher,1370 Hwy 43 South,Saraland,Alabama,36571
0103324,"Baldwin Sand & Gravel, LLC.",8303 Roy Waters Road,Foley,Alabama,36535
0103325,P & R Mining 1,6600 Edward Ewing Ln,Bon Secour,Alabama,36511
0103327,Coosa Plant,246 Boatfield Lane,Gadsden,Alabama,35901
0103328,Foley Pit,CR-26,Foley,Alabama,36535
0103329,Jackson Pit #2,Ryland Pike Drive,Jackson,Alabama,36545
0103330,Baton Rouge Plant,300 Baton Rouge Rd,Jackson,Alabama,36545
0103331,Landsdown,170 County Road 40E,"Lowndesboro,",Alabama,36752
0103333,Deatsville Pit,283 Cypress Road,Deatsville,Alabama,36022
0103345,Cooper Pit,4317 Butler Street,Frisco City,Alabama,36445
0103348,Excel Pit,495 ROCKY RANCH LANE,EXCEL,Alabama,36439
0103350,Sardine North Pit #5102,Alger Road,Atmore,Alabama,36502
0103352,Smith Mine,7668 County Road 24,Clanton,Alabama,35045
0103354,Viking Pit,3523 Woods Rd,Atmore,Alabama,36502
0103357,Phenix City Plant II,400 State Docks Road,Phenix City,Alabama,36869
0103359,Livingston Aggregate Mine,12160 Upper Hull Road,Moundville,Alabama,35474
0103363,Lambert Materials,1552 Banks McDade Rd.,Shorter,Alabama,36075
0103367,Circle C Farms Pit,3572 Washington Ferry Road,Montgomery,Alabama,36108
0103369,King Pit,3025  Excel-Frisco,Excel,Alabama,36439
0103379,Pace Sand & Gravel,Welka Road,Flomaton,Alabama,36441
0103382,Sterling Materials Inc.,19577 George Thomley Road,Perdido,Alabama,36562
0103383,Alabama Pit,Alley 5 Road Dead End,Flomaton,Alabama,36441
0103385,Demopolis Sand Operation,Lock 4 Road,Demopolis,Alabama,36732
0103386,Lynn Nolen Construction,Lynd Road,Grand Bay,Alabama,36541
0103399,Red Eagle,1405 RED EAGLE ROAD ,MONTGOMERY,Alabama,36110
0103400,A & S Mine,8871 Hwy. 188,Irivington,Alabama,36544
0103401,Cedar Creek Pit,WELKA RD.,FLOMATON ,Alabama,36441
0103402,WALLACE PIT,4032 WALLACE ROAD,BREWTON,Alabama,36426
0103403,Hickory Bend,2291 Tysonville Loop,Shorter,Alabama,36075
0103406,Allstate Plant,2708 County Rd. 85,Deatsville,Alabama,36022
0103408,Kirkland Gravel Pit,273 John Guin Circle,Jackson,Alabama,36545
0103427,Pope Pit #2,496 Indian Ridge Rd.,Whatley,Alabama,36482
0103429,Flomaton Sand & Gravel,19847 Hwy 31,Flomaton,Alabama,36441
0103430,Limestone Creek,26014 Newby Road,Madison,Alabama,35756
0103435,Wetumpka Gravel LLC,721 US 231  North Wetumpka Hwy.,Wetumpka,Alabama,36093
0103449,Kilgore Pit,2386 4 Oaks Road,Hamilton,Alabama,35570
0103461,Miller Pit,2454 Co Rd 67,Billingsley,Alabama,36006
0103473,M & M #1,Escambia County Alabama Rd 55,East Brewton,Alabama,36426
0103477,SARDINE,3028 ALGER ROAD,ATMORE,Alabama,36502
0103478,SARDINE NORTH,ALGER ROAD,FLOMATON,Alabama,36441
0103479,Rail Site Pit,2028 County Road 19N,Prattville,Alabama,36067
0103483,Mobile Abrasives Inc.,6927 Mac Drive,Theodore,Alabama,36582
0103485,EADY PIT,963 Simpkins Lane,Repton,Alabama,36475
